Name	Length	EffectiveLength	TPM	NumReads
FBtr0079938	1428	1254.439	3.110261	30.000
FBtr0077227	1279	1105.439	169.225602	1438.387
FBtr0091702	1278	1104.439	7.255345	61.613
FBtr0074882	2425	2251.439	15.075210	260.975
FBtr0332153	3588	3414.439	2.529269	66.403
FBtr0310476	2042	1868.439	6.922801	99.457
FBtr0100666	2416	2242.439	7.695039	132.680
FBtr0332726	2033	1859.439	4.381435	62.643
FBtr0080287	1089	915.439	14.641676	103.061
FBtr0309307	5887	5713.439	0.035143	1.544
FBtr0300898	5037	4863.439	0.012197	0.456
FBtr0080024	1050	876.439	8.506003	57.322
FBtr0077389	2263	2089.439	93.987995	1510.000
FBtr0290204	1958	1784.439	0.000000	0.000
FBtr0086689	848	674.636	34.235228	177.590
FBtr0306636	1574	1400.439	12.126084	130.575
FBtr0086687	1472	1298.439	14.894489	148.704
FBtr0086690	2195	2021.439	0.703952	10.942
FBtr0086686	1532	1358.439	0.894190	9.340
FBtr0340359	2225	2051.439	0.975467	15.387
FBtr0301148	981	807.574	77.942802	483.986
FBtr0086684	908	734.613	0.371828	2.100
FBtr0306637	2237	2063.439	1.334956	21.180
FBtr0301149	1514	1340.439	0.698237	7.197
FBtr0086600	1106	932.439	3.231047	23.165
FBtr0331978	1118	944.439	21.183881	153.835
FBtr0078769	621	447.746	4253.563339	14644.000
FBtr0070712	1878	1704.439	0.915640	12.000
FBtr0343263	1108	934.439	0.000000	0.000
FBtr0343264	928	754.611	0.000000	0.000
FBtr0072024	920	746.613	0.000000	0.000
FBtr0113111	979	805.577	0.000000	0.000
FBtr0333452	4664	4490.439	0.280917	9.699
FBtr0333450	3996	3822.439	0.153035	4.498
FBtr0333451	4043	3869.439	0.149003	4.433
FBtr0300831	4092	3918.439	0.145028	4.370
FBtr0076303	1640	1466.439	1.307611	14.744
FBtr0076302	1655	1481.439	1.270610	14.473
FBtr0076301	2049	1875.439	68.706929	990.783
FBtr0077098	1123	949.439	94.265776	688.170
FBtr0070552	1047	873.439	0.297799	2.000
FBtr0075818	1346	1172.439	29.617350	267.000
FBtr0088789	1908	1734.439	5.323834	71.000
FBtr0304960	503	329.802	0.000000	0.000
FBtr0075249	843	669.637	0.194216	1.000
FBtr0084104	1804	1630.439	238.097228	2984.927
FBtr0336911	2177	2003.439	7.806030	120.249
FBtr0088974	1597	1423.439	15.984480	174.949
FBtr0100360	4963	4789.439	0.536732	19.766
FBtr0110880	2920	2746.439	0.100824	2.129
FBtr0334105	2225	2051.439	0.142904	2.254
FBtr0301185	2946	2772.439	0.099203	2.115
FBtr0110881	4262	4088.439	1.582118	49.736
FBtr0336928	1138	964.439	0.121544	0.901
FBtr0072107	995	821.563	0.173921	1.099
FBtr0085786	2956	2782.439	17.547841	375.426
FBtr0085785	3082	2908.439	0.995418	22.261
FBtr0334549	2894	2720.439	2.486391	52.010
FBtr0334550	3020	2846.439	0.699232	15.304
FBtr0340191	4545	4371.439	6.570557	220.852
FBtr0073848	4477	4303.439	61.232303	2026.148
FBtr0078387	3371	3197.439	9.470513	232.836
FBtr0087487	2027	1853.439	15.788082	225.000
FBtr0083735	2688	2514.439	0.145101	2.805
FBtr0332539	2448	2274.439	0.183065	3.202
FBtr0077790	977	803.579	0.000000	0.000
FBtr0331440	941	767.609	0.000000	0.000
FBtr0331439	971	797.585	0.000000	0.000
FBtr0082634	1746	1572.439	20.263639	245.000
FBtr0079612	1320	1146.439	7.775911	68.545
FBtr0087980	1799	1625.439	0.039851	0.498
FBtr0087979	1558	1384.439	0.047152	0.502
FBtr0072044	1063	889.439	0.000000	0.000
FBtr0343206	1072	898.439	0.000000	0.000
FBtr0072043	1160	986.439	0.000000	0.000
FBtr0075225	1132	958.439	0.000000	0.000
FBtr0112489	446	272.841	10.350257	21.714
FBtr0339263	740	566.691	0.086647	0.378
FBtr0301018	2276	2102.439	0.866024	14.000
FBtr0302526	640	466.723	3.901158	14.000
FBtr0100009	3280	3106.439	6.489242	155.000
FBtr0089901	2338	2164.439	0.558338	9.292
FBtr0089902	1803	1629.439	0.365135	4.575
FBtr0300562	2617	2443.439	4.996879	93.880
FBtr0089900	2125	1951.439	0.549332	8.243
FBtr0089904	2355	2181.439	0.701568	11.768
FBtr0301521	2467	2293.439	1.104132	19.471
FBtr0089905	2568	2394.439	0.693694	12.772
FBtr0345390	5214	5040.439	0.781713	30.296
FBtr0331425	3556	3382.439	3.861602	100.432
FBtr0332155	4408	4234.439	3.343467	108.860
FBtr0075014	3541	3367.439	1.715231	44.412
FBtr0078874	603	429.763	0.000000	0.000
FBtr0083452	2975	2801.439	10.036090	216.183
FBtr0302317	2262	2088.439	23.092105	370.817
FBtr0333248	2543	2369.439	0.054434	0.992
FBtr0114524	2411	2237.439	0.058608	1.008
FBtr0273385	6171	5997.439	0.878912	40.531
FBtr0339307	6637	6463.439	0.892139	44.337
FBtr0273384	6439	6265.439	2.680440	129.132
FBtr0082117	3807	3633.439	3.623245	101.226
FBtr0082116	6303	6129.439	1.577683	74.356
FBtr0082118	4671	4497.439	2.585754	89.419
FBtr0085011	1569	1395.439	0.372799	4.000
FBtr0081174	4145	3971.439	0.462537	14.124
FBtr0081175	3934	3760.439	0.589767	17.053
FBtr0303241	4041	3867.439	0.868976	25.841
FBtr0081176	3893	3719.439	0.639716	18.295
FBtr0305129	2997	2823.439	9.324881	202.440
FBtr0339156	2994	2820.439	3.006666	65.204
FBtr0339157	2988	2814.439	1.693768	36.654
FBtr0071784	2049	1875.439	1.056658	15.237
FBtr0071785	1989	1815.439	54.789130	764.805
FBtr0089148	3050	2876.439	1.314819	29.080
FBtr0089147	2773	2599.439	2.123275	42.439
FBtr0089150	2762	2588.439	3.490007	69.461
FBtr0089146	2709	2535.439	4.263534	83.119
FBtr0308247	2614	2440.439	17.362188	325.797
FBtr0089149	2840	2666.439	2.980369	61.105
FBtr0302559	2531	2357.439	0.000000	0.000
FBtr0346506	2597	2423.439	0.000000	0.000
FBtr0302190	3048	2874.439	4.808441	106.275
FBtr0086145	3054	2880.439	5.360528	118.725
FBtr0306281	375	201.915	0.000000	0.000
FBtr0306280	392	218.899	0.000000	0.000
FBtr0306258	4812	4638.439	3.162076	112.777
FBtr0073119	3828	3654.439	80.343188	2257.588
FBtr0073120	4106	3932.439	77.611839	2346.739
FBtr0073118	4763	4589.439	88.809759	3133.973
FBtr0337055	3442	3268.439	15.911338	399.873
FBtr0333895	3491	3317.439	76.962874	1963.175
FBtr0337056	4046	3872.439	3.152758	93.875
FBtr0077442	1411	1237.439	5.360084	51.000
FBtr0076018	1266	1092.439	3.091309	25.967
FBtr0076017	963	789.594	10.217555	62.033
FBtr0339781	3357	3183.439	0.393110	9.622
FBtr0070778	3093	2919.439	0.623160	13.989
FBtr0344824	2804	2630.439	1.848590	37.389
FBtr0345292	830	656.649	13.807767	69.716
FBtr0070983	837	663.642	24.191408	123.444
FBtr0070982	1100	926.439	1.960505	13.966
FBtr0070981	941	767.609	77.438358	457.058
FBtr0070980	854	680.631	5065.856029	26511.817
FBtr0307300	2919	2745.439	12.882952	271.958
FBtr0113024	3030	2856.439	1.094548	24.040
FBtr0332600	2913	2739.439	0.596329	12.561
FBtr0083414	2815	2641.439	17.504963	355.530
FBtr0337043	3789	3615.439	1.024110	28.470
FBtr0077516	1338	1164.439	0.000000	0.000
FBtr0112524	1274	1100.439	2.600051	22.000
FBtr0089233	3691	3517.439	3.459904	93.576
FBtr0334626	3376	3202.439	1.851434	45.589
FBtr0310651	3526	3352.439	7.053006	181.807
FBtr0089229	3501	3327.439	12.664761	324.028
FBtr0082920	981	807.574	0.000000	0.000
FBtr0077386	1734	1560.439	21.547466	258.534
FBtr0071106	2301	2127.439	0.061132	1.000
FBtr0070937	2201	2027.439	126.955732	1979.133
FBtr0070938	2487	2313.439	59.413813	1056.867
FBtr0070397	1267	1093.439	1.070467	9.000
FBtr0074346	819	645.656	0.000000	0.000
FBtr0071471	1606	1432.439	0.000000	0.000
FBtr0330316	1609	1435.439	0.000000	0.000
FBtr0074918	1253	1079.439	18.732753	155.480
FBtr0072124	2163	1989.439	23.207206	355.000
FBtr0071683	1189	1015.439	79.151627	618.000
FBtr0077403	1061	887.439	0.025317	0.173
FBtr0113021	1089	915.439	0.024889	0.175
FBtr0077402	1231	1057.439	0.182527	1.484
FBtr0077401	1011	837.439	0.026088	0.168
FBtr0300280	1584	1410.439	0.184417	2.000
FBtr0346378	3461	3287.439	0.749541	18.946
FBtr0074809	2896	2722.439	35.480593	742.718
FBtr0335137	3353	3179.439	0.640147	15.650
FBtr0346141	373	199.916	2.475171	3.805
FBtr0085611	272	98.971	14.711266	11.195
FBtr0074029	585	411.768	0.315844	1.000
FBtr0075388	1505	1331.439	0.099614	1.020
FBtr0343534	2295	2121.439	0.075555	1.232
FBtr0086001	1762	1588.439	0.491254	6.000
FBtr0321315	1239	1065.439	0.000000	0.000
FBtr0333037	2846	2672.439	1.109647	22.802
FBtr0075724	2737	2563.439	2.066943	40.740
FBtr0075723	2084	1910.439	1.392678	20.458
FBtr0342770	3744	3570.439	10.296612	282.677
FBtr0070420	3766	3592.439	70.915343	1958.865
FBtr0342771	3838	3664.439	2.855522	80.458
FBtr0333323	2883	2709.439	0.949963	19.791
FBtr0333322	2930	2756.439	0.909684	19.280
FBtr0074137	2347	2173.439	3.860948	64.523
FBtr0074135	2386	2212.439	46.756561	795.406
FBtr0308136	1697	1523.439	0.040087	0.470
FBtr0080237	698	524.706	0.000000	0.000
FBtr0300638	3446	3272.439	0.000000	0.000
FBtr0073729	466	292.829	66.606907	149.971
FBtr0084836	743	569.689	28.079670	123.000
FBtr0082430	1248	1074.439	1.740739	14.381
FBtr0335211	1142	968.439	26.135938	194.619
FBtr0076857	1307	1133.439	1.032689	9.000
FBtr0300424	902	728.617	1.249464	7.000
FBtr0083860	1793	1619.439	5.292526	65.903
FBtr0302327	1744	1570.439	136.778695	1651.636
FBtr0083861	1877	1703.439	10.723962	140.461
FBtr0083086	1479	1305.439	22.656416	227.417
FBtr0334589	2552	2378.439	2.055069	37.583
FBtr0091874	595	421.764	0.110894	0.360
FBtr0073935	992	818.566	0.000000	0.000
FBtr0073300	818	644.656	0.000000	0.000
FBtr0073299	2460	2286.439	0.000000	0.000
FBtr0088841	1522	1348.439	2.121042	21.992
FBtr0088842	1468	1294.439	61.256833	609.693
FBtr0345599	2094	1920.439	0.014253	0.210
FBtr0070422	1749	1575.439	0.016742	0.203
FBtr0342772	681	507.709	0.471458	1.840
FBtr0070421	1547	1373.439	0.357312	3.773
FBtr0333023	2495	2321.439	0.051387	0.917
FBtr0075579	1678	1504.439	0.093601	1.083
FBtr0072248	2815	2641.439	0.016400	0.333
FBtr0345620	2931	2757.439	0.015751	0.334
FBtr0072247	2800	2626.439	0.016488	0.333
FBtr0072253	1306	1132.439	0.473969	4.127
FBtr0343432	1090	916.439	34.505806	243.148
FBtr0073127	1478	1304.439	0.149054	1.495
FBtr0073128	1471	1297.439	0.150860	1.505
FBtr0079458	1541	1367.439	0.000000	0.000
FBtr0079460	1595	1421.439	0.914949	10.000
FBtr0079462	1526	1352.439	0.000000	0.000
FBtr0079461	1505	1331.439	0.097680	1.000
FBtr0079459	1585	1411.439	0.829288	9.000
FBtr0081997	1156	982.439	25.689364	194.059
FBtr0081996	1257	1083.439	1.227929	10.229
FBtr0336761	1233	1059.439	13.958987	113.712
FBtr0336637	3026	2852.439	0.025224	0.553
FBtr0300693	1964	1790.439	0.012975	0.179
FBtr0336636	3290	3116.439	0.023023	0.552
FBtr0071797	3770	3596.439	0.019876	0.550
FBtr0336638	1523	1349.439	0.016079	0.167
FBtr0087382	5033	4859.439	34.066012	1272.865
FBtr0339998	5235	5061.439	2.596985	101.069
FBtr0301478	2790	2616.439	20.866645	419.796
FBtr0089521	2653	2479.439	8.988352	171.360
FBtr0306351	2221	2047.439	1.796870	28.288
FBtr0306350	2503	2329.439	2.675542	47.922
FBtr0301477	4782	4608.439	1.146736	40.634
FBtr0300224	1562	1388.439	0.041168	0.440
FBtr0114515	1508	1334.439	0.189045	1.940
FBtr0087406	329	155.935	0.000000	0.000
FBtr0072888	2130	1956.439	0.066475	1.000
FBtr0085859	1170	996.439	0.391558	3.000
FBtr0334894	6412	6238.439	42.313902	2029.710
FBtr0084460	6624	6450.439	10.615076	526.487
FBtr0304567	3987	3813.439	9.781224	286.804
FBtr0070907	2510	2336.439	124.874610	2243.383
FBtr0070906	2636	2462.439	0.666360	12.617
FBtr0305911	1961	1787.439	9.741169	133.880
FBtr0289953	2161	1987.439	9.096774	139.013
FBtr0305910	2015	1841.439	3.397584	48.106
FBtr0088312	1656	1482.439	0.238923	2.723
FBtr0088313	2297	2123.439	0.385321	6.291
FBtr0088311	2351	2177.439	0.778883	13.040
FBtr0304592	2591	2417.439	0.481222	8.945
FBtr0088882	1935	1761.439	85.943002	1164.000
FBtr0079894	2382	2208.439	12.974368	220.316
FBtr0331635	2356	2182.439	10.756833	180.510
FBtr0345615	2623	2449.439	4.912537	92.522
FBtr0071338	3399	3225.439	145.833063	3616.760
FBtr0334508	4486	4312.439	0.069494	2.304
FBtr0085746	3506	3332.439	0.105203	2.696
FBtr0085085	1541	1367.439	92.073188	968.091
FBtr0085084	2075	1901.439	0.540991	7.909
FBtr0079304	905	731.617	0.000000	0.000
FBtr0079732	925	751.612	0.000000	0.000
FBtr0071108	3145	2971.439	3.874502	88.523
FBtr0340139	3231	3057.439	2.953740	69.439
FBtr0071107	3426	3252.439	39.853412	996.666
FBtr0340138	4238	4064.439	1.610456	50.330
FBtr0309839	4403	4229.439	1.507418	49.022
FBtr0309836	4378	4204.439	1.643586	53.134
FBtr0309837	3952	3778.439	3.002093	87.219
FBtr0073144	4107	3933.439	145.195109	4391.363
FBtr0309838	4006	3832.439	2.486154	73.262
FBtr0075152	2917	2743.439	25.040670	528.222
FBtr0300092	607	433.762	0.000000	0.000
FBtr0073892	1096	922.439	0.000000	0.000
FBtr0343143	1534	1360.439	0.095597	1.000
FBtr0332630	1663	1489.439	4.814788	55.141
FBtr0332631	1364	1190.439	50.492253	462.175
FBtr0332632	5997	5823.439	10.934891	489.631
FBtr0301268	1587	1413.439	0.552077	6.000
FBtr0085909	2020	1846.439	0.352176	5.000
FBtr0080763	2304	2130.439	26.127617	428.000
FBtr0086733	1297	1123.439	28.130793	243.000
FBtr0087262	852	678.632	178.801929	933.000
FBtr0303232	702	528.705	9.593479	39.000
FBtr0344155	6716	6542.439	10.429847	524.678
FBtr0070316	6065	5891.439	25.346242	1148.180
FBtr0344279	6745	6571.439	0.019791	1.000
FBtr0076133	3030	2856.439	0.091061	2.000
FBtr0082259	2901	2727.439	46.041541	965.561
FBtr0079708	1718	1544.439	13.344341	158.468
FBtr0330181	847	673.636	0.103789	0.538
FBtr0074894	650	476.715	107.614786	394.462
FBtr0082726	2913	2739.439	3.287640	69.250
FBtr0331429	2603	2429.439	1.832540	34.232
FBtr0331428	2948	2774.439	7.852365	167.514
FBtr0082727	2606	2432.439	2.720800	50.888
FBtr0301219	3098	2924.439	2.851346	64.116
FBtr0088166	1239	1065.439	0.000000	0.000
FBtr0310646	1830	1656.439	4.042380	51.486
FBtr0073730	1370	1196.439	189.957017	1747.514
FBtr0079724	633	459.728	9.496279	33.568
FBtr0346454	899	725.618	2.031459	11.334
FBtr0100541	611	437.758	6168.544806	20763.097
FBtr0343865	1567	1393.439	0.217023	2.325
FBtr0079324	1294	1120.439	0.147715	1.273
FBtr0079598	1156	982.439	52.449908	396.210
FBtr0081220	1093	919.439	0.633089	4.476
FBtr0300823	1159	985.439	1.066492	8.081
FBtr0081221	1054	880.439	26.139694	176.960
FBtr0310645	979	805.577	3.877294	24.017
FBtr0081219	1084	910.439	0.780955	5.467
FBtr0075314	465	291.829	62.391406	140.000
FBtr0070136	2103	1929.439	4.584975	68.021
FBtr0070137	2193	2019.439	4.654999	72.281
FBtr0070135	2124	1950.439	11.982175	179.698
FBtr0076688	2391	2217.439	23.327112	397.729
FBtr0346546	2609	2435.439	1.003946	18.800
FBtr0302935	3103	2929.439	9.219060	207.657
FBtr0082329	3115	2941.439	10.096097	228.343
FBtr0344017	5279	5105.439	0.586077	23.007
FBtr0091678	6366	6192.439	7.961376	379.075
FBtr0344016	5395	5221.439	0.651437	26.154
FBtr0342985	4422	4248.439	6.909503	225.710
FBtr0071815	4360	4186.439	16.876759	543.261
FBtr0071816	4190	4016.439	6.254091	193.144
FBtr0071813	4216	4042.439	203.195581	6315.862
FBtr0342986	4124	3950.439	18.171428	551.962
FBtr0071814	4255	4081.439	6.278818	197.045
FBtr0083049	682	508.708	67.493222	264.000
FBtr0079593	751	577.686	0.665276	2.955
FBtr0332415	1011	837.439	5.992738	38.588
FBtr0345640	3934	3760.439	10.004638	289.278
FBtr0077562	3784	3610.439	53.086094	1473.722
FBtr0085387	5031	4857.439	10.190129	380.594
FBtr0085386	4880	4706.439	13.662066	494.406
FBtr0085614	355	181.923	16.880775	23.613
FBtr0303924	5093	4919.439	0.092580	3.502
FBtr0303923	5120	4946.439	0.091973	3.498
FBtr0300811	4420	4246.439	18.559780	606.000
FBtr0340626	2866	2692.439	0.000000	0.000
FBtr0340627	2995	2821.439	0.000000	0.000
FBtr0340628	2870	2696.439	0.000000	0.000
FBtr0087784	1976	1802.439	187.036757	2592.164
FBtr0332882	2246	2072.439	1.283947	20.460
FBtr0339391	1899	1725.439	43.542595	577.682
FBtr0084095	7188	7014.439	1.251925	67.522
FBtr0343807	7002	6828.439	0.455873	23.935
FBtr0343805	4551	4377.439	4.393259	147.871
FBtr0343806	4719	4545.439	17.529810	612.672
FBtr0086801	711	537.702	0.569919	2.356
FBtr0344145	6340	6166.439	0.000000	0.000
FBtr0100454	3868	3694.439	0.035203	1.000
FBtr0082255	6557	6383.439	0.010178	0.500
FBtr0082256	4226	4052.439	0.016060	0.500
FBtr0100455	2462	2288.439	0.000000	0.000
FBtr0088783	1907	1733.439	51.516291	686.638
FBtr0301333	1977	1803.439	0.000000	0.000
FBtr0332689	1974	1800.439	0.000000	0.000
FBtr0086107	5316	5142.439	48.228820	1907.000
FBtr0072159	694	520.706	0.499531	2.000
FBtr0076218	2574	2400.439	2.447169	45.168
FBtr0076219	2478	2304.439	51.686342	915.832
FBtr0113346	1241	1067.439	0.365513	3.000
FBtr0100083	570	396.772	0.000000	0.000
FBtr0079765	644	470.718	0.000000	0.000
FBtr0071734	1182	1008.439	0.128966	1.000
FBtr0071191	1056	882.439	9.908863	67.233
FBtr0345988	1286	1112.439	1.375657	11.767
FBtr0071902	1064	890.439	12.057753	82.555
