Name	Length	EffectiveLength	TPM	NumReads
FBtr0088785	1869	1691.143	14.323572	162.908
FBtr0303077	607	429.606	0.000000	0.000
FBtr0339716	615	437.602	0.084136	0.248
FBtr0085459	600	422.608	66.411489	188.752
FBtr0070973	1218	1040.143	0.285907	2.000
FBtr0089252	2767	2589.143	3.018087	52.553
FBtr0334488	2840	2662.143	1.505474	26.954
FBtr0334489	2902	2724.143	1.927759	35.318
FBtr0100600	3804	3626.143	2.959593	72.175
FBtr0300305	309	131.818	0.000000	0.000
FBtr0077162	567	389.624	0.000000	0.000
FBtr0072277	713	535.542	56.640201	204.000
FBtr0344898	1082	904.143	0.000000	0.000
FBtr0086817	1175	997.143	0.000000	0.000
FBtr0333271	5146	4968.143	0.536014	17.909
FBtr0072639	5149	4971.143	0.554883	18.551
FBtr0340000	824	646.476	1.521471	6.615
FBtr0087390	427	249.724	286.629329	481.385
FBtr0070472	3021	2843.143	2.959710	56.593
FBtr0331752	4499	4321.143	26.894458	781.580
FBtr0070475	3174	2996.143	6.897283	138.980
FBtr0070474	3218	3040.143	1.067612	21.828
FBtr0302185	2166	1988.143	1.428808	19.104
FBtr0070471	4805	4627.143	11.846154	368.640
FBtr0112828	2903	2725.143	7.747819	141.997
FBtr0301966	3182	3004.143	1.233340	24.918
FBtr0070468	3055	2877.143	10.081162	195.067
FBtr0070476	2745	2567.143	0.706242	12.193
FBtr0070470	3110	2932.143	1.667156	32.876
FBtr0331751	4750	4572.143	0.855910	26.318
FBtr0070469	4244	4066.143	16.776666	458.775
FBtr0070467	2929	2751.143	0.453680	8.394
FBtr0331753	5004	4826.143	1.300699	42.217
FBtr0070466	2847	2669.143	2.602899	46.724
FBtr0070473	3091	2913.143	2.067310	40.502
FBtr0076265	1575	1397.143	55.554184	521.999
FBtr0331935	1030	852.143	0.196931	1.129
FBtr0088237	816	638.479	89.165062	382.871
FBtr0081705	1363	1185.143	0.000000	0.000
FBtr0088524	1299	1121.143	74.402949	561.000
FBtr0074540	843	665.461	23.454214	104.968
FBtr0074494	1357	1179.143	0.378306	3.000
FBtr0085714	3349	3171.143	130.862838	2790.898
FBtr0085713	3440	3262.143	1157.578562	25395.996
FBtr0076256	334	156.806	1.896512	2.000
FBtr0339552	1718	1540.143	11.723114	121.427
FBtr0078950	1533	1355.143	30.566236	278.573
FBtr0070990	1321	1143.143	1.189644	9.146
FBtr0100409	805	627.493	0.748428	3.158
FBtr0343330	706	528.544	97.533889	346.696
FBtr0304902	1617	1439.143	0.171577	1.661
FBtr0304901	2286	2108.143	0.023936	0.339
FBtr0078872	1228	1050.143	0.000000	0.000
FBtr0077839	2112	1934.143	8.346768	108.572
FBtr0077837	2331	2153.143	2.779093	40.243
FBtr0077838	2235	2057.143	9.299139	128.653
FBtr0077836	2325	2147.143	16.587900	239.532
FBtr0075133	4018	3840.143	0.457934	11.827
FBtr0332862	2190	2012.143	7.180862	97.173
FBtr0087988	1754	1576.143	162.627788	1723.860
FBtr0087987	1948	1770.143	349.364302	4159.093
FBtr0074688	1633	1455.143	49.967941	489.000
FBtr0086864	3503	3325.143	13.057521	292.000
FBtr0083361	1283	1105.143	0.000000	0.000
FBtr0392904	4164	3986.143	6.251183	167.582
FBtr0084588	2385	2207.143	67.845621	1007.080
FBtr0303161	2639	2461.143	39.785618	658.529
FBtr0079257	1918	1740.143	19.054966	223.000
FBtr0307341	906	728.429	0.046304	0.227
FBtr0084989	527	349.641	0.037421	0.088
FBtr0306309	750	572.526	0.779138	3.000
FBtr0344570	539	361.634	0.000000	0.000
FBtr0078090	1219	1041.143	37.132251	260.000
FBtr0087439	546	368.632	20.974849	52.000
FBtr0070960	2096	1918.143	0.200116	2.582
FBtr0302357	2296	2118.143	0.159842	2.277
FBtr0302356	2428	2250.143	0.141513	2.142
FBtr0340571	3830	3652.143	0.040709	1.000
FBtr0340572	3825	3647.143	0.040774	1.000
FBtr0080267	3305	3127.143	0.000000	0.000
FBtr0077141	787	609.505	0.000000	0.000
FBtr0306593	981	803.371	0.000000	0.000
FBtr0081719	1938	1760.143	66.990542	793.000
FBtr0071549	1655	1477.143	32.010529	318.000
FBtr0308832	1068	890.143	9.328514	55.845
FBtr0308833	2043	1865.143	31.003110	388.892
FBtr0074921	2263	2085.143	8.148127	114.263
FBtr0073011	1996	1818.143	0.163565	2.000
FBtr0112378	450	272.700	0.000000	0.000
FBtr0342602	1596	1418.143	0.266459	2.541
FBtr0080326	1217	1039.143	84.918725	593.459
FBtr0085405	675	497.554	188.870973	632.000
FBtr0339295	331	153.808	0.000000	0.000
FBtr0300316	205	33.751	0.000000	0.000
FBtr0300904	2130	1952.143	0.000000	0.000
FBtr0081633	2196	2018.143	0.000000	0.000
FBtr0300905	2052	1874.143	0.000000	0.000
FBtr0335279	1234	1056.143	0.666204	4.732
FBtr0335281	1199	1021.143	0.208599	1.433
FBtr0290216	733	555.534	0.013648	0.051
FBtr0335280	740	562.529	0.013681	0.052
FBtr0077120	1711	1533.143	20.094074	207.187
FBtr0081676	887	709.430	0.000000	0.000
FBtr0076639	2093	1915.143	0.155281	2.000
FBtr0079280	1148	970.143	0.000000	0.000
FBtr0304827	5797	5619.143	0.075631	2.858
FBtr0433494	6405	6227.143	0.103885	4.351
FBtr0333832	6581	6403.143	0.084951	3.658
FBtr0433497	5654	5476.143	0.094352	3.475
FBtr0333833	6118	5940.143	0.095031	3.796
FBtr0433496	5848	5670.143	0.068209	2.601
FBtr0304826	8410	8232.143	0.068002	3.765
FBtr0433495	8302	8124.143	0.069296	3.786
FBtr0433493	8251	8073.143	0.074518	4.046
FBtr0300808	2019	1841.143	0.000000	0.000
FBtr0300809	4061	3883.143	0.071980	1.880
FBtr0301700	4064	3886.143	0.071902	1.879
FBtr0072287	5108	4930.143	29.375661	974.000
FBtr0343633	2816	2638.143	27.289251	484.174
FBtr0074281	2640	2462.143	48.487086	802.881
FBtr0343632	2730	2552.143	2.500455	42.918
FBtr0074279	3898	3720.143	43.913690	1098.680
FBtr0074280	3895	3717.143	3.934013	98.346
FBtr0072238	1035	857.143	0.000000	0.000
FBtr0308073	1317	1139.143	1.310023	10.036
FBtr0082360	764	586.518	81.872679	322.948
FBtr0082361	1024	846.143	1.057181	6.016
FBtr0079938	1428	1250.143	2.735624	23.000
FBtr0077227	1279	1101.143	165.701442	1227.105
FBtr0091702	1278	1100.143	7.419460	54.895
FBtr0074882	2425	2247.143	15.841701	239.411
FBtr0332153	3588	3410.143	3.014106	69.126
FBtr0310476	2042	1864.143	7.271952	91.168
FBtr0100666	2416	2238.143	8.201175	123.446
FBtr0332726	2033	1855.143	4.636688	57.849
FBtr0080287	1089	911.143	16.555375	101.447
FBtr0309307	5887	5709.143	0.118486	4.549
FBtr0300898	5037	4859.143	0.074991	2.451
FBtr0080024	1050	872.143	7.194234	42.197
FBtr0077389	2263	2085.143	98.622177	1383.000
FBtr0290204	1958	1780.143	0.000000	0.000
FBtr0086689	848	670.456	22.526639	101.573
FBtr0306636	1574	1396.143	7.648153	71.812
FBtr0086687	1472	1294.143	34.145931	297.189
FBtr0086690	2195	2017.143	0.692360	9.392
FBtr0086686	1532	1354.143	1.138208	10.366
FBtr0340359	2225	2047.143	1.147621	15.800
FBtr0301148	981	803.371	70.062912	378.544
FBtr0086684	908	730.428	0.461651	2.268
FBtr0306637	2237	2059.143	1.079038	14.943
FBtr0301149	1514	1336.143	1.459246	13.113
FBtr0086600	1106	928.143	5.645093	35.237
FBtr0331978	1118	940.143	18.150838	114.763
FBtr0078769	621	443.598	4537.885348	13538.000
FBtr0070712	1878	1700.143	0.874587	10.000
FBtr0343263	1108	930.143	0.041986	0.263
FBtr0343264	928	750.424	0.048357	0.244
FBtr0072024	920	742.426	0.048662	0.243
FBtr0113111	979	801.372	0.046449	0.250
FBtr0333452	4664	4486.143	0.234655	7.080
FBtr0333450	3996	3818.143	0.143404	3.682
FBtr0333451	4043	3865.143	0.140029	3.640
FBtr0300831	4092	3914.143	0.136682	3.598
FBtr0076303	1640	1462.143	2.408892	23.687
FBtr0076302	1655	1477.143	1.631440	16.207
FBtr0076301	2049	1871.143	50.707676	638.105
FBtr0077098	1123	945.143	87.756536	557.813
FBtr0070552	1047	869.143	0.000000	0.000
FBtr0075818	1346	1168.143	27.367224	215.000
FBtr0088789	1908	1730.143	4.898703	57.000
FBtr0304960	503	325.659	0.000000	0.000
FBtr0075249	843	665.461	0.000000	0.000
FBtr0084104	1804	1626.143	220.824200	2415.000
FBtr0336911	2177	1999.143	8.355289	112.336
FBtr0088974	1597	1419.143	24.989258	238.502
FBtr0100360	4963	4785.143	0.497064	15.996
FBtr0110880	2920	2742.143	0.081067	1.495
FBtr0334105	2225	2047.143	0.169734	2.337
FBtr0301185	2946	2768.143	0.079969	1.489
FBtr0110881	4262	4084.143	2.901039	79.683
FBtr0336928	1138	960.143	0.000000	0.000
FBtr0072107	995	817.360	0.000000	0.000
FBtr0085786	2956	2778.143	13.683889	255.668
FBtr0085785	3082	2904.143	1.176466	22.978
FBtr0334549	2894	2716.143	1.572961	28.733
FBtr0334550	3020	2842.143	0.660309	12.621
FBtr0340191	4545	4367.143	9.494662	278.862
FBtr0073848	4477	4299.143	58.110068	1680.138
FBtr0078387	3371	3193.143	9.754642	209.479
FBtr0087487	2027	1849.143	16.725576	208.000
FBtr0083735	2688	2510.143	0.041569	0.702
FBtr0332539	2448	2270.143	0.046539	0.711
FBtr0077790	977	799.373	0.000000	0.000
FBtr0331440	941	763.423	0.000000	0.000
FBtr0331439	971	793.383	0.000000	0.000
FBtr0082634	1746	1568.143	19.058936	201.000
FBtr0079612	1320	1142.143	7.030101	54.000
FBtr0087980	1799	1621.143	0.025115	0.274
FBtr0087979	1558	1380.143	0.028736	0.267
FBtr0072044	1063	885.143	0.000000	0.000
FBtr0343206	1072	894.143	0.000000	0.000
FBtr0072043	1160	982.143	0.000000	0.000
FBtr0075225	1132	954.143	0.155839	1.000
FBtr0112489	446	268.704	9.341024	16.880
FBtr0339263	740	562.529	0.031632	0.120
FBtr0301018	2276	2098.143	1.771712	25.000
FBtr0302526	640	462.575	4.178777	13.000
FBtr0100009	3280	3102.143	4.937006	103.000
FBtr0089901	2338	2160.143	1.119493	16.264
FBtr0089902	1803	1625.143	0.508165	5.554
FBtr0300562	2617	2439.143	5.604681	91.939
FBtr0089900	2125	1947.143	0.401283	5.255
FBtr0089904	2355	2177.143	0.638559	9.350
FBtr0301521	2467	2289.143	0.943781	14.530
FBtr0089905	2568	2390.143	2.433002	39.109
FBtr0345390	5214	5036.143	0.900257	30.491
FBtr0331425	3556	3378.143	1.909254	43.376
FBtr0332155	4408	4230.143	1.866828	53.109
FBtr0075014	3541	3363.143	1.769504	40.023
FBtr0078874	603	425.607	0.000000	0.000
FBtr0083452	2975	2797.143	15.126277	284.550
FBtr0302317	2262	2084.143	21.578160	302.450
FBtr0333248	2543	2365.143	0.062346	0.992
FBtr0114524	2411	2233.143	0.067138	1.008
FBtr0273385	6171	5993.143	1.923052	77.510
FBtr0339307	6637	6459.143	1.608847	69.888
FBtr0273384	6439	6261.143	4.526500	190.602
FBtr0082117	3807	3629.143	6.135941	149.760
FBtr0082116	6303	6125.143	2.443663	100.663
FBtr0082118	4671	4493.143	4.423620	133.672
FBtr0085011	1569	1391.143	0.000000	0.000
FBtr0081174	4145	3967.143	0.306443	8.176
FBtr0081175	3934	3756.143	0.360149	9.098
FBtr0303241	4041	3863.143	0.699206	18.166
FBtr0081176	3893	3715.143	0.375057	9.371
FBtr0305129	2997	2819.143	8.454969	160.303
FBtr0339156	2994	2816.143	3.221144	61.007
FBtr0339157	2988	2810.143	2.059579	38.924
FBtr0071784	2049	1871.143	1.368785	17.225
FBtr0071785	1989	1811.143	67.056065	816.775
FBtr0089148	3050	2872.143	2.409006	46.532
FBtr0089147	2773	2595.143	2.199742	38.392
FBtr0089150	2762	2584.143	4.175890	72.573
FBtr0089146	2709	2531.143	5.168061	87.974
FBtr0308247	2614	2436.143	32.245928	528.311
FBtr0089149	2840	2662.143	3.251658	58.217
FBtr0302559	2531	2353.143	0.000000	0.000
FBtr0346506	2597	2419.143	0.000000	0.000
FBtr0302190	3048	2870.143	3.541341	68.357
FBtr0086145	3054	2876.143	7.632918	147.643
FBtr0306281	375	197.784	0.000000	0.000
FBtr0306280	392	214.770	0.000000	0.000
FBtr0306258	4812	4634.143	5.387312	167.901
FBtr0073119	3828	3650.143	56.542084	1388.013
FBtr0073120	4106	3928.143	47.670504	1259.357
FBtr0073118	4763	4585.143	63.068381	1944.806
FBtr0337055	3442	3264.143	17.239532	378.448
FBtr0333895	3491	3313.143	65.951474	1469.523
FBtr0337056	4046	3868.143	16.219906	421.952
FBtr0077442	1411	1233.143	6.511314	54.000
FBtr0076018	1266	1088.143	2.816808	20.614
FBtr0076017	963	785.390	8.971308	47.386
FBtr0339781	3357	3179.143	0.475991	10.177
FBtr0070778	3093	2915.143	0.777270	15.239
FBtr0344824	2804	2626.143	2.750850	48.584
FBtr0345292	830	652.468	272.771122	1196.931
FBtr0070983	837	659.465	22.892653	101.531
FBtr0070982	1100	922.143	1.820220	11.288
FBtr0070981	941	763.423	93.319821	479.127
FBtr0070980	854	676.448	4964.729052	22586.122
FBtr0307300	2919	2741.143	12.914261	238.075
FBtr0113024	3030	2852.143	1.152623	22.109
FBtr0332600	2913	2735.143	0.588017	10.816
FBtr0083414	2815	2637.143	18.871048	334.689
FBtr0337043	3789	3611.143	0.465740	11.311
FBtr0077516	1338	1160.143	0.000000	0.000
FBtr0112524	1274	1096.143	2.170972	16.004
FBtr0089233	3691	3513.143	4.768059	112.655
FBtr0334626	3376	3198.143	1.970142	42.375
FBtr0310651	3526	3348.143	10.037893	226.026
FBtr0089229	3501	3323.143	15.389613	343.945
FBtr0082920	981	803.371	0.000000	0.000
FBtr0077386	1734	1556.143	21.594701	226.000
FBtr0071106	2301	2123.143	0.000000	0.000
FBtr0070937	2201	2023.143	90.348885	1229.309
FBtr0070938	2487	2309.143	91.289103	1417.691
FBtr0070397	1267	1089.143	1.365222	10.000
FBtr0074346	819	641.477	0.000000	0.000
FBtr0071471	1606	1428.143	0.000000	0.000
FBtr0330316	1609	1431.143	0.000000	0.000
FBtr0074918	1253	1075.143	15.489596	112.000
FBtr0072124	2163	1985.143	22.021342	294.000
FBtr0071683	1189	1011.143	72.791544	495.000
FBtr0077403	1061	883.143	0.346666	2.059
FBtr0113021	1089	911.143	0.301773	1.849
FBtr0077402	1231	1053.143	0.191177	1.354
FBtr0077401	1011	833.143	0.488616	2.738
FBtr0300280	1584	1406.143	0.105745	1.000
FBtr0346378	3461	3283.143	0.704579	15.557
FBtr0074809	2896	2718.143	23.542035	430.356
FBtr0335137	3353	3175.143	0.893827	19.087
FBtr0346141	373	195.786	2.779980	3.660
FBtr0085611	272	94.845	36.590162	23.340
FBtr0074029	585	407.617	0.000000	0.000
FBtr0075388	1505	1327.143	0.092561	0.826
FBtr0343534	2295	2117.143	0.152675	2.174
FBtr0086001	1762	1584.143	0.187726	2.000
FBtr0321315	1239	1061.143	0.000000	0.000
FBtr0333037	2846	2668.143	2.384362	42.785
FBtr0075724	2737	2559.143	3.752659	64.587
FBtr0075723	2084	1906.143	1.297083	16.628
FBtr0342770	3744	3566.143	12.164184	291.738
FBtr0070420	3766	3588.143	87.996050	2123.463
FBtr0342771	3838	3660.143	4.704286	115.799
FBtr0333323	2883	2705.143	1.211442	22.040
FBtr0333322	2930	2752.143	1.023232	18.939
FBtr0074137	2347	2169.143	5.210399	76.010
FBtr0074135	2386	2208.143	50.571697	751.011
FBtr0308136	1697	1519.143	0.061236	0.626
FBtr0080237	698	520.546	0.000000	0.000
FBtr0300638	3446	3268.143	0.071845	1.579
FBtr0073729	466	288.688	71.085890	138.014
FBtr0084836	743	565.528	21.822888	83.000
FBtr0082430	1248	1070.143	1.892179	13.618
FBtr0335211	1142	964.143	17.177564	111.382
FBtr0076857	1307	1129.143	0.263372	2.000
FBtr0300424	902	724.429	1.231526	6.000
FBtr0083860	1793	1615.143	5.438613	59.076
FBtr0302327	1744	1566.143	126.567832	1333.112
FBtr0083861	1877	1699.143	13.722681	156.812
FBtr0083086	1479	1301.143	15.380886	134.592
FBtr0334589	2552	2374.143	3.378279	53.940
FBtr0091874	595	417.612	2.622066	7.364
FBtr0073935	992	814.364	0.000000	0.000
FBtr0073300	818	640.477	0.000000	0.000
FBtr0073299	2460	2282.143	0.000000	0.000
FBtr0088841	1522	1344.143	2.318595	20.960
FBtr0088842	1468	1290.143	55.275582	479.604
FBtr0345599	2094	1916.143	0.136835	1.763
FBtr0070422	1749	1571.143	0.211676	2.237
FBtr0342772	681	503.553	0.000000	0.000
FBtr0070421	1547	1369.143	0.108602	1.000
FBtr0333023	2495	2317.143	0.058831	0.917
FBtr0075579	1678	1500.143	0.107367	1.083
FBtr0072248	2815	2637.143	0.018780	0.333
FBtr0345620	2931	2753.143	0.018036	0.334
FBtr0072247	2800	2622.143	0.018881	0.333
FBtr0072253	1306	1128.143	0.380951	2.890
FBtr0343432	1090	912.143	28.878350	177.152
FBtr0073127	1478	1300.143	0.114166	0.998
FBtr0073128	1471	1293.143	0.115186	1.002
FBtr0079458	1541	1363.143	0.005807	0.053
FBtr0079460	1595	1417.143	1.114065	10.618
FBtr0079462	1526	1348.143	0.005845	0.053
FBtr0079461	1505	1327.143	0.005900	0.053
FBtr0079459	1585	1407.143	0.340602	3.223
FBtr0081997	1156	978.143	46.184539	303.816
FBtr0081996	1257	1079.143	4.166232	30.237
FBtr0336761	1233	1055.143	12.252738	86.947
FBtr0336637	3026	2848.143	0.057524	1.102
FBtr0300693	1964	1786.143	0.049955	0.600
FBtr0336636	3290	3112.143	0.090712	1.899
FBtr0071797	3770	3592.143	0.073433	1.774
FBtr0336638	1523	1345.143	0.069138	0.625
FBtr0087382	5033	4855.143	25.620503	836.568
FBtr0339998	5235	5057.143	3.504084	119.177
FBtr0301478	2790	2612.143	30.064887	528.163
FBtr0089521	2653	2475.143	6.610287	110.035
FBtr0306351	2221	2043.143	1.133069	15.569
FBtr0306350	2503	2325.143	2.304616	36.038
FBtr0301477	4782	4604.143	1.621033	50.194
FBtr0300224	1562	1384.143	0.023306	0.217
FBtr0114515	1508	1330.143	0.024026	0.215
FBtr0087406	329	151.810	0.000000	0.000
FBtr0072888	2130	1952.143	0.000000	0.000
FBtr0085859	1170	992.143	0.599479	4.000
FBtr0334894	6412	6234.143	48.550082	2035.535
FBtr0084460	6624	6446.143	7.604986	329.693
FBtr0304567	3987	3809.143	13.887773	355.772
FBtr0070907	2510	2332.143	152.896770	2398.089
FBtr0070906	2636	2458.143	0.841489	13.911
FBtr0305911	1961	1783.143	7.346783	88.104
FBtr0289953	2161	1983.143	7.954168	106.087
FBtr0305910	2015	1837.143	4.517035	55.810
FBtr0088312	1656	1478.143	0.372935	3.707
FBtr0088313	2297	2119.143	0.454497	6.477
FBtr0088311	2351	2173.143	0.406376	5.939
FBtr0304592	2591	2413.143	0.485303	7.876
FBtr0088882	1935	1757.143	80.559748	952.000
FBtr0079894	2382	2204.143	22.826175	338.364
FBtr0331635	2356	2178.143	6.217852	91.083
FBtr0345615	2623	2445.143	6.341417	104.280
FBtr0071338	3399	3221.143	225.913501	4894.000
FBtr0334508	4486	4308.143	0.020733	0.601
FBtr0085746	3506	3328.143	0.027102	0.607
FBtr0085085	1541	1363.143	40.781160	373.863
FBtr0085084	2075	1897.143	0.637738	8.137
FBtr0079304	905	727.429	0.000567	0.003
FBtr0079732	925	747.424	0.000000	0.000
FBtr0071108	3145	2967.143	3.258447	65.022
FBtr0340139	3231	3053.143	1.856863	38.128
FBtr0071107	3426	3248.143	48.030107	1049.205
FBtr0340138	4238	4060.143	2.731919	74.597
FBtr0309839	4403	4225.143	1.720546	48.890
FBtr0309836	4378	4200.143	1.875892	52.989
FBtr0309837	3952	3774.143	8.193393	207.967
FBtr0073144	4107	3929.143	168.601712	4455.245
FBtr0309838	4006	3828.143	4.696351	120.910
FBtr0075152	2917	2739.143	29.244243	538.725
FBtr0300092	607	429.606	0.024904	0.072
FBtr0073892	1096	918.143	0.000000	0.000
FBtr0343143	1534	1356.143	0.000000	0.000
FBtr0332630	1663	1485.143	5.099468	50.934
FBtr0332631	1364	1186.143	48.406188	386.144
FBtr0332632	5997	5819.143	16.749957	655.518
FBtr0301268	1587	1409.143	0.633118	6.000
FBtr0085909	2020	1842.143	0.403585	5.000
FBtr0080763	2304	2126.143	20.840687	298.000
FBtr0086733	1297	1119.143	28.698320	216.000
FBtr0087262	852	674.451	142.199250	645.000
FBtr0303232	702	524.546	1.417342	5.000
FBtr0344155	6716	6538.143	8.233686	362.043
FBtr0070316	6065	5887.143	32.341458	1280.489
FBtr0344279	6745	6567.143	0.067926	3.000
FBtr0076133	3030	2852.143	0.000000	0.000
FBtr0082259	2901	2723.143	46.390576	849.595
FBtr0079708	1718	1540.143	36.425440	377.292
FBtr0330181	847	669.457	0.116602	0.525
FBtr0074894	650	472.568	103.039065	327.475
FBtr0082726	2913	2735.143	3.197434	58.816
FBtr0331429	2603	2425.143	1.816828	29.632
FBtr0331428	2948	2770.143	6.059584	112.890
FBtr0082727	2606	2428.143	3.007186	49.107
FBtr0301219	3098	2920.143	4.560070	89.554
FBtr0088166	1239	1061.143	0.000000	0.000
FBtr0310646	1830	1652.143	1.976079	21.957
FBtr0073730	1370	1192.143	185.598968	1488.043
FBtr0079724	633	455.581	11.397895	34.922
FBtr0346454	899	721.429	1.761316	8.546
FBtr0100541	611	433.605	6301.696895	18376.532
FBtr0343865	1567	1389.143	0.000000	0.000
FBtr0079324	1294	1116.143	0.000000	0.000
FBtr0079598	1156	978.143	51.904120	341.441
FBtr0081220	1093	915.143	1.347093	8.291
FBtr0300823	1159	981.143	2.066407	13.635
FBtr0081221	1054	876.143	28.087445	165.500
FBtr0310645	979	801.372	12.506321	67.402
FBtr0081219	1084	906.143	1.669029	10.171
FBtr0075314	465	287.689	65.123183	126.000
FBtr0070136	2103	1925.143	12.974196	167.979
FBtr0070137	2193	2015.143	1.291681	17.505
FBtr0070135	2124	1946.143	4.024486	52.674
FBtr0076688	2391	2213.143	26.496726	394.379
FBtr0346546	2609	2431.143	1.797835	29.395
FBtr0302935	3103	2925.143	10.697389	210.444
FBtr0082329	3115	2937.143	8.887481	175.556
FBtr0344017	5279	5101.143	0.701306	24.060
FBtr0091678	6366	6188.143	8.198046	341.179
FBtr0344016	5395	5217.143	1.251735	43.919
FBtr0342985	4422	4244.143	8.143201	232.433
FBtr0071815	4360	4182.143	22.329861	628.054
FBtr0071816	4190	4012.143	5.374325	145.015
FBtr0071813	4216	4038.143	295.122147	8014.848
FBtr0342986	4124	3946.143	22.441292	595.570
FBtr0071814	4255	4077.143	7.770303	213.062
FBtr0083049	682	504.553	62.476612	212.000
FBtr0079593	751	573.526	2.471243	9.532
FBtr0332415	1011	833.143	6.599936	36.980
FBtr0345640	3934	3756.143	3.894405	98.377
FBtr0077562	3784	3606.143	62.947283	1526.623
FBtr0085387	5031	4853.143	7.624080	248.841
FBtr0085386	4880	4702.143	11.673621	369.159
FBtr0085614	355	177.795	9.428750	11.274
FBtr0303924	5093	4915.143	0.142621	4.714
FBtr0303923	5120	4942.143	0.098850	3.286
FBtr0300811	4420	4242.143	18.192205	519.018
FBtr0340626	2866	2688.143	0.055519	1.004
FBtr0340627	2995	2817.143	0.052409	0.993
FBtr0340628	2870	2692.143	0.055417	1.003
FBtr0087784	1976	1798.143	186.739940	2258.256
FBtr0332882	2246	2068.143	0.749813	10.429
FBtr0339391	1899	1721.143	22.661791	262.315
FBtr0084095	7188	7010.143	1.140960	53.791
FBtr0343807	7002	6824.143	0.525909	24.136
FBtr0343805	4551	4373.143	9.897909	291.104
FBtr0343806	4719	4541.143	15.650279	477.968
FBtr0086801	711	533.543	2.063413	7.404
FBtr0344145	6340	6162.143	0.003255	0.135
FBtr0100454	3868	3690.143	0.040294	1.000
FBtr0082255	6557	6379.143	0.033197	1.424
FBtr0082256	4226	4048.143	0.057881	1.576
FBtr0100455	2462	2284.143	0.000000	0.000
FBtr0088783	1907	1729.143	49.359328	574.000
FBtr0301333	1977	1799.143	0.041322	0.500
FBtr0332689	1974	1796.143	0.041393	0.500
FBtr0086107	5316	5138.143	53.739538	1857.000
FBtr0072159	694	516.548	1.439286	5.000
FBtr0076218	2574	2396.143	5.178656	83.453
FBtr0076219	2478	2300.143	41.601954	643.547
FBtr0113346	1241	1063.143	0.000000	0.000
FBtr0100083	570	392.622	0.000000	0.000
FBtr0079765	644	466.573	0.000000	0.000
FBtr0071734	1182	1004.143	0.000000	0.000
FBtr0071191	1056	878.143	11.731745	69.285
FBtr0345988	1286	1108.143	1.571929	11.715
FBtr0071902	1064	886.143	5.094147	30.359
