target_id	length	eff_length	est_counts	tpm
FBtr0085713	3440	3241	61910.6	1275.51
FBtr0076256	334	135	1	0.49461
FBtr0339552	1718	1519	509.07	22.3778
FBtr0078950	1533	1334	350.93	17.5655
FBtr0070990	1321	1122	123.462	7.34746
FBtr0100409	805	606	196.529	21.6547
FBtr0343330	706	507	407.788	53.7061
FBtr0304902	1617	1418	0	0
FBtr0304901	2286	2087	3	0.0959833
FBtr0078872	1228	1029	2	0.129781
FBtr0077839	2112	1913	339.779	11.8598
FBtr0077837	2331	2132	71.9286	2.25274
FBtr0077838	2235	2036	0.0213883	0.000701448
FBtr0077836	2325	2126	974.271	30.5994
FBtr0075133	4018	3819	108.637	1.89943
FBtr0332862	2190	1991	198.363	6.65253
FBtr0087988	1754	1555	1321.01	56.7248
FBtr0087987	1948	1749	9321.99	355.89
FBtr0074688	1633	1434	752	35.0159
FBtr0086864	3503	3304	707	14.2882
FBtr0083361	1283	1084	0	0
FBtr0392904	4164	3965	1217.84	20.509
FBtr0084588	2385	2186	3196.78	97.6472
FBtr0303161	2639	2440	758.841	20.7662
FBtr0079257	1918	1719	539	20.9368
FBtr0307341	906	707	0	0
FBtr0084989	527	328	0	0
FBtr0306309	750	551	5.69899	0.690627
FBtr0344570	539	340	4.30101	0.844672
FBtr0078090	1219	1020	696	45.5623
FBtr0087439	546	347	185	35.5991
FBtr0070960	2096	1897	0	0
FBtr0302357	2296	2097	0	0
FBtr0302356	2428	2229	6	0.179737
FBtr0340571	3830	3631	0	0
FBtr0340572	3825	3626	0	0
FBtr0080267	3305	3106	0	0
FBtr0077141	787	588	0	0
FBtr0306593	981	782	0	0
FBtr0081719	1938	1739	2040	78.3299
FBtr0071549	1655	1456	699	32.0563
FBtr0308832	1068	869	9.24624	0.710465
FBtr0308833	2043	1844	1193.74	43.2259
FBtr0074921	2263	2064	713.018	23.0668
FBtr0073011	1996	1797	1	0.0371577
FBtr0112378	450	251	0	0
FBtr0342602	1596	1397	294.881	14.0944
FBtr0080326	1217	1018	1021.12	66.977
FBtr0085405	675	476	1309	183.624
FBtr0339295	331	132	0	0
FBtr0300316	205	18.63	0	0
FBtr0300904	2130	1931	0	0
FBtr0081633	2196	1997	0	0
FBtr0300905	2052	1853	2	0.0720695
FBtr0335279	1234	1035	0	0
FBtr0335281	1199	1000	0	0
FBtr0290216	733	534	4	0.500168
FBtr0335280	740	541	2.3336e-07	2.88022e-08
FBtr0077120	1711	1512	297	13.116
FBtr0081676	887	688	0	0
FBtr0076639	2093	1894	4.8028	0.169321
FBtr0079280	1148	949	0	0
FBtr0304827	5797	5598	0	0
FBtr0433494	6405	6206	22.9932	0.247392
FBtr0333832	6581	6382	11.2536	0.117742
FBtr0433497	5654	5455	0	0
FBtr0333833	6118	5919	0	0
FBtr0433496	5848	5649	0	0
FBtr0304826	8410	8211	33.3184	0.270947
FBtr0433495	8302	8103	0.00123411	1.01697e-05
FBtr0433493	8251	8052	3.96704	0.0328973
FBtr0300808	2019	1820	1	0.0366881
FBtr0300809	4061	3862	0	0
FBtr0301700	4064	3865	0	0
FBtr0072287	5108	4909	2372	32.264
FBtr0343633	2816	2617	2475.08	63.1514
FBtr0074281	2640	2441	1216.52	33.2774
FBtr0343632	2730	2531	23.708	0.62546
FBtr0074279	3898	3699	4148.27	74.8823
FBtr0074280	3895	3696	2.42244	0.0437641
FBtr0072238	1035	836	0	0
FBtr0308073	1317	1118	20.7674	1.24033
FBtr0082360	764	565	583.918	69.0081
FBtr0082361	1024	825	13.315	1.07767
FBtr0079938	1428	1229	45	2.44488
FBtr0077227	1279	1080	1233.73	76.2771
FBtr0091702	1278	1079	64.2682	3.97715
FBtr0074882	2425	2226	536.349	16.0886
FBtr0332153	3588	3389	314.714	6.2007
FBtr0310476	2042	1843	116.037	4.20407
FBtr0100666	2416	2217	289.7	8.72528
FBtr0332726	2033	1834	54.2008	1.97335
FBtr0080287	1089	890	285.31	21.4055
FBtr0309307	5887	5688	0	0
FBtr0300898	5037	4838	0	0
FBtr0080024	1050	851	166	13.0249
FBtr0077389	2263	2064	2996	96.9235
FBtr0290204	1958	1759	0	0
FBtr0086689	848	649	25.012	2.57336
FBtr0306636	1574	1375	313.098	15.2046
FBtr0086687	1472	1273	894.261	46.9065
FBtr0086690	2195	1996	0	0
FBtr0086686	1532	1333	0	0
FBtr0340359	2225	2026	92.2903	3.04168
FBtr0301148	981	782	1238.54	105.755
FBtr0086684	908	709	0	0
FBtr0306637	2237	2038	0	0
FBtr0301149	1514	1315	29.7935	1.51284
FBtr0086600	1106	907	45.7263	3.36632
FBtr0331978	1118	919	375.274	27.2665
FBtr0078769	621	422	25912	4100.02
FBtr0070712	1878	1679	20	0.795383
FBtr0343263	1108	909	0	0
FBtr0343264	928	729	7.42497e-07	6.80086e-08
FBtr0072024	920	721	0.999999	0.0926108
FBtr0113111	979	780	0	0
FBtr0333452	4664	4465	6.68413	0.0999587
FBtr0333450	3996	3797	24.3159	0.427608
FBtr0333451	4043	3844	3.56839e-06	6.19848e-08
FBtr0300831	4092	3893	0	0
FBtr0076303	1640	1441	0	0
FBtr0076302	1655	1456	32.2608	1.47948
FBtr0076301	2049	1850	1143.74	41.2812
FBtr0077098	1123	924	1235	89.2467
FBtr0070552	1047	848	1	0.078741
FBtr0075818	1346	1147	466	27.1281
FBtr0088789	1908	1709	136	5.31366
FBtr0304960	503	304	0	0
FBtr0075249	843	644	0	0
FBtr0084104	1804	1605	6278	261.182
FBtr0336911	2177	1978	459.299	15.5048
FBtr0088974	1597	1398	372.379	17.7859
FBtr0100360	4963	4764	58.785	0.823933
FBtr0110880	2920	2721	0	0
FBtr0334105	2225	2026	0	0
FBtr0301185	2946	2747	0	0
FBtr0110881	4262	4063	143.215	2.35363
FBtr0336928	1138	939	0	0
FBtr0072107	995	796	2	0.16777
FBtr0085786	2956	2757	625.076	15.1389
FBtr0085785	3082	2883	35.7394	0.827751
FBtr0334549	2894	2695	0.171628	0.00425232
FBtr0334550	3020	2821	0.0125518	0.000297098
FBtr0340191	4545	4346	447.382	6.87363
FBtr0073848	4477	4278	3776.62	58.9467
FBtr0078387	3371	3172	534.217	11.2456
FBtr0087487	2027	1828	397	14.5014
FBtr0083735	2688	2489	0	0
FBtr0332539	2448	2249	2	0.0593796
FBtr0077790	977	778	0	0
FBtr0331440	941	742	0	0
FBtr0331439	971	772	0	0
FBtr0082634	1746	1547	374	16.1428
FBtr0079612	1320	1121	124	7.38606
FBtr0087980	1799	1600	0	0
FBtr0087979	1558	1359	2	0.098267
FBtr0072044	1063	864	0	0
FBtr0343206	1072	873	0	0
FBtr0072043	1160	961	0	0
FBtr0075225	1132	933	2	0.143135
FBtr0112489	446	247	39.6395	10.7159
FBtr0339263	740	541	7.36054	0.908468
FBtr0301018	2276	2077	51	1.63957
FBtr0302526	640	441	41	6.20786
FBtr0100009	3280	3081	343	7.4336
FBtr0089901	2338	2139	0	0
FBtr0089902	1803	1604	0	0
FBtr0300562	2617	2418	211.647	5.84457
FBtr0089900	2125	1926	0	0
FBtr0089904	2355	2156	0	0
FBtr0301521	2467	2268	12.9273	0.380595
FBtr0089905	2568	2369	219.426	6.18471
FBtr0345390	5214	5015	31.1104	0.414221
FBtr0331425	3556	3357	55.1303	1.09657
FBtr0332155	4408	4209	314.759	4.9934
FBtr0075014	3541	3342	0	0
FBtr0078874	603	404	0	0
FBtr0083452	2975	2776	654.093	15.7332
FBtr0302317	2262	2063	577.907	18.7049
FBtr0333248	2543	2344	0	0
FBtr0114524	2411	2212	3	0.0905593
FBtr0273385	6171	5972	197.247	2.2054
FBtr0339307	6637	6438	179.217	1.85877
FBtr0273384	6439	6240	409.536	4.38233
FBtr0082117	3807	3608	201.795	3.73457
FBtr0082116	6303	6104	289.945	3.17174
FBtr0082118	4671	4472	338.26	5.05064
FBtr0085011	1569	1370	1	0.048739
FBtr0081174	4145	3946	0	0
FBtr0081175	3934	3735	0	0
FBtr0303241	4041	3842	124.727	2.16771
FBtr0081176	3893	3694	13.0229	0.235401
FBtr0305129	2997	2798	794	18.9483
FBtr0339156	2994	2795	4.3466e-08	1.0384e-09
FBtr0339157	2988	2789	0	0
FBtr0071784	2049	1850	28.2154	1.01838
FBtr0071785	1989	1790	1811.78	67.585
FBtr0089148	3050	2851	97.4696	2.28281
FBtr0089147	2773	2574	2.15346e-08	5.58631e-10
FBtr0089150	2762	2563	111.102	2.89447
FBtr0089146	2709	2510	0	0
FBtr0308247	2614	2415	1699.44	46.9879
FBtr0089149	2840	2641	42.987	1.08684
FBtr0302559	2531	2332	0	0
FBtr0346506	2597	2398	0	0
FBtr0302190	3048	2849	179.235	4.20076
FBtr0086145	3054	2855	260.765	6.09874
FBtr0306281	375	176	0	0
FBtr0306280	392	193	0	0
FBtr0306258	4812	4613	3856	55.815
FBtr0073119	3828	3629	2413.56	44.4088
FBtr0073120	4106	3907	1639.06	28.0123
FBtr0073118	4763	4564	5539.45	81.0434
FBtr0337055	3442	3243	297.65	6.12853
FBtr0333895	3491	3292	56.2738	1.14141
FBtr0337056	4046	3847	1637	28.4134
FBtr0077442	1411	1212	118	6.50094
FBtr0076018	1266	1067	79.4299	4.97069
FBtr0076017	963	764	82.5701	7.21649
FBtr0339781	3357	3158	0	0
FBtr0070778	3093	2894	0	0
FBtr0344824	2804	2605	0	0
FBtr0345292	830	631	0	0
FBtr0070983	837	638	0	0
FBtr0070982	1100	901	5283.87	391.584
FBtr0070981	941	742	20619.8	1855.57
FBtr0070980	854	655	15906.4	1621.54
FBtr0307300	2919	2720	573	14.0664
FBtr0113024	3030	2831	0	0
FBtr0332600	2913	2714	0	0
FBtr0083414	2815	2616	672.137	17.156
FBtr0337043	3789	3590	92.863	1.72721
FBtr0077516	1338	1139	0	0
FBtr0112524	1274	1075	43	2.6709
FBtr0089233	3691	3492	0	0
FBtr0334626	3376	3177	80.152	1.68459
FBtr0310651	3526	3327	399.705	8.02202
FBtr0089229	3501	3302	2090.14	42.2665
FBtr0082920	981	782	1	0.0853867
FBtr0077386	1734	1535	525	22.8375
FBtr0071106	2301	2102	2	0.0635323
FBtr0070937	2201	2002	2977.36	99.3036
FBtr0070938	2487	2288	3322.64	96.9669
FBtr0070397	1267	1068	16	1.00034
FBtr0074346	819	620	1	0.107697
FBtr0071471	1606	1407	0.938438	0.0445357
FBtr0330316	1609	1410	0.0615618	0.00291534
FBtr0074918	1253	1054	334	21.1594
FBtr0072124	2163	1964	678	23.0508
FBtr0071683	1189	990	1132	76.3499
FBtr0077403	1061	862	15.9974	1.23919
FBtr0113021	1089	890	0	0
FBtr0077402	1231	1032	0	0
FBtr0077401	1011	812	0.00259399	0.000213309
FBtr0300280	1584	1385	4	0.192844
FBtr0346378	3461	3262	0	0
FBtr0074809	2896	2697	635.969	15.7453
FBtr0335137	3353	3154	138.031	2.92221
FBtr0346141	373	174	12.0607	4.6283
FBtr0085611	272	73.0112	3.93926	3.60265
FBtr0074029	585	386	2	0.345971
FBtr0075388	1505	1306	7	0.357892
FBtr0343534	2295	2096	0	0
FBtr0086001	1762	1563	4	0.170883
FBtr0321315	1239	1040	0	0
FBtr0333037	2846	2647	72.8532	1.83777
FBtr0075724	2737	2538	289.147	7.60718
FBtr0075723	2084	1885	3.58706e-07	1.27064e-08
FBtr0342770	3744	3545	70.1758	1.32181
FBtr0070420	3766	3567	4384.19	82.0698
FBtr0342771	3838	3639	399.635	7.33295
FBtr0333323	2883	2684	25.8291	0.642575
FBtr0333322	2930	2731	0	0
FBtr0074137	2347	2148	69.3105	2.15458
FBtr0074135	2386	2187	2368.86	72.3249
FBtr0308136	1697	1498	0	0
FBtr0080237	698	499	0	0
FBtr0300638	3446	3247	0	0
FBtr0073729	466	267	240.036	60.0292
FBtr0084836	743	544	241	29.5812
FBtr0082430	1248	1049	174.455	11.1046
FBtr0335211	1142	943	217.545	15.404
FBtr0076857	1307	1108	9	0.542375
FBtr0300424	902	703	26	2.46953
FBtr0083860	1793	1594	516.013	21.6157
FBtr0302327	1744	1545	2129.04	92.0137
FBtr0083861	1877	1678	1579.94	62.8705
FBtr0083086	1479	1280	317.673	16.5717
FBtr0334589	2552	2353	132.958	3.77301
FBtr0091874	595	396	0.443903	0.0748498
FBtr0073935	992	793	3	0.252607
FBtr0073300	818	619	0	0
FBtr0073299	2460	2261	0	0
FBtr0088841	1522	1323	55.9368	2.82316
FBtr0088842	1468	1269	1053.77	55.4474
FBtr0345599	2094	1895	5.49275	0.193543
FBtr0070422	1749	1550	2.11803	0.0912423
FBtr0342772	681	482	0	0
FBtr0070421	1547	1348	1.38922	0.0688143
FBtr0333023	2495	2296	0	0
FBtr0075579	1678	1479	4	0.180588
FBtr0072248	2815	2616	0.00447365	0.000114188
FBtr0345620	2931	2732	0	0
FBtr0072247	2800	2601	6.99553	0.179588
FBtr0072253	1306	1107	291.049	17.5556
FBtr0343432	1090	891	205.741	15.4184
FBtr0073127	1478	1279	0.00268116	0.000139974
FBtr0073128	1471	1272	2.99732	0.157341
FBtr0079458	1541	1342	2.18747	0.108839
FBtr0079460	1595	1396	14.1672	0.677633
FBtr0079462	1526	1327	1.09489	0.0550932
FBtr0079461	1505	1306	2.19313	0.112129
FBtr0079459	1585	1386	16.3573	0.788036
FBtr0081997	1156	957	460.162	32.1067
FBtr0081996	1257	1058	80.1355	5.05751
FBtr0336761	1233	1034	278.703	17.9977
FBtr0336637	3026	2827	0	0
FBtr0300693	1964	1765	0	0
FBtr0336636	3290	3091	0	0
FBtr0071797	3770	3571	0	0
FBtr0336638	1523	1324	1	0.0504323
FBtr0087382	5033	4834	1030.7	14.2372
FBtr0339998	5235	5036	972.297	12.8917
FBtr0301478	2790	2591	996.061	25.6694
FBtr0089521	2653	2454	65.2558	1.77558
FBtr0306351	2221	2022	43.0254	1.42083
FBtr0306350	2503	2304	194.208	5.62837
FBtr0330046	2653	2454	65.2558	1.77558
FBtr0301477	4782	4583	82.1931	1.19752
FBtr0300224	1562	1363	0	0
FBtr0114515	1508	1309	1.13385	0.0578381
FBtr0087406	329	130	0	0
FBtr0072888	2130	1931	0	0
FBtr0085859	1170	971	0	0
FBtr0334894	6412	6213	3812.78	40.9768
FBtr0084460	6624	6425	2060.85	21.4176
FBtr0304567	3987	3788	818.368	14.4257
FBtr0070907	2510	2311	5044.45	145.751
FBtr0070906	2636	2437	21.1077	0.578338
FBtr0305911	1961	1762	53.9879	2.04591
FBtr0289953	2161	1962	366.185	12.4623
FBtr0305910	2015	1816	200.827	7.38421
FBtr0088312	1656	1457	16.0116	0.733793
FBtr0088313	2297	2098	0	0
FBtr0088311	2351	2152	0	0
FBtr0304592	2591	2392	13.9884	0.390483
FBtr0088882	1935	1736	1951	75.042
FBtr0079894	2382	2183	580.79	17.7649
FBtr0331635	2356	2157	3.48372e-06	1.07843e-07
FBtr0345615	2623	2424	341.975	9.42017
FBtr0071338	3399	3200	8406	175.403
FBtr0334508	4486	4287	4.37449	0.0681351
FBtr0085746	3506	3307	3.62551	0.0732035
FBtr0085085	1541	1342	750.892	37.3613
FBtr0085084	2075	1876	28.108	1.00045
FBtr0079304	905	706	0	0
FBtr0079732	925	726	0	0
FBtr0071108	3145	2946	8.27094	0.187464
FBtr0340139	3231	3032	14.826	0.326506
FBtr0071107	3426	3227	2418.27	50.0384
FBtr0340138	4238	4039	240.631	3.97809
FBtr0309839	4403	4204	0.764601	0.0121442
FBtr0309836	4378	4179	1572.08	25.1188
FBtr0309837	3952	3753	557.156	9.91278
FBtr0073144	4107	3908	7039.38	120.275
FBtr0309838	4006	3807	1253.62	21.9877
FBtr0075152	2917	2718	1517	37.2677
FBtr0300092	607	408	0	0
FBtr0073892	1096	897	0	0
FBtr0343143	1534	1335	0	0
FBtr0332630	1663	1464	569.742	25.9857
FBtr0332631	1364	1165	1076.84	61.7193
FBtr0332632	5997	5798	939.534	10.8201
FBtr0301268	1587	1388	17	0.817818
FBtr0085909	2020	1821	13	0.476684
FBtr0080763	2304	2105	690	21.8874
FBtr0086733	1297	1098	455	27.6698
FBtr0087262	852	653	1138	116.366
FBtr0303232	702	503	24	3.18596
FBtr0344155	6716	6517	1661.78	17.0264
FBtr0070316	6065	5866	1736.22	19.7633
FBtr0344279	6745	6546	8.14444	0.0830773
FBtr0076133	3030	2831	7	0.165103
FBtr0082259	2901	2702	1583	39.1194
FBtr0079708	1718	1519	819	36.0017
FBtr0330181	847	648	338.802	34.9115
FBtr0074894	650	451	622.198	92.119
FBtr0082726	2913	2714	15.8878	0.390887
FBtr0331429	2603	2404	0	0
FBtr0331428	2948	2749	286.285	6.95379
FBtr0082727	2606	2407	0	0
FBtr0301219	3098	2899	332.827	7.66597
FBtr0088166	1239	1040	1	0.0642042
FBtr0310646	1830	1631	741.781	30.3682
FBtr0073730	1370	1171	3532.22	201.413
FBtr0079724	633	434	0.0032576	0.000501192
FBtr0346454	899	700	18401.7	1755.33
FBtr0100541	611	412	30965.3	5018.51
FBtr0343865	1567	1368	0	0
FBtr0079324	1294	1095	7	0.426856
FBtr0079598	1156	957	669	46.6779
FBtr0081220	1093	894	8.39697e-05	6.27165e-06
FBtr0300823	1159	960	67.8957	4.72246
FBtr0081221	1054	855	142.574	11.1345
FBtr0310645	979	780	75.5065	6.46378
FBtr0081219	1084	885	35.024	2.64253
FBtr0075314	465	266	319	80.0767
FBtr0070136	2103	1904	338.488	11.8706
FBtr0070137	2193	1994	162.845	5.45315
FBtr0070135	2124	1925	58.667	2.03498
FBtr0076688	2391	2192	350.391	10.6736
FBtr0346546	2609	2410	807.018	22.3596
FBtr0302935	3103	2904	632.576	14.545
FBtr0082329	3115	2916	201.424	4.61234
FBtr0344017	5279	5080	0	0
FBtr0091678	6366	6167	956.012	10.3511
FBtr0344016	5395	5196	81.8683	1.05207
FBtr0342985	4422	4223	400.399	6.33095
FBtr0071815	4360	4161	2541.28	40.7804
FBtr0071816	4190	3991	142.25	2.37995
FBtr0071813	4216	4017	21796.4	362.31
FBtr0342986	4124	3925	0.202612	0.00344685
FBtr0071814	4255	4056	1430.36	23.5476
FBtr0083049	682	483	495	68.4313
FBtr0079593	751	552	0	0
FBtr0332415	1011	812	93	7.64758
FBtr0345640	3934	3735	771.9	13.7996
FBtr0077562	3784	3585	3055.1	56.9028
FBtr0085387	5031	4832	542.684	7.49924
FBtr0085386	4880	4681	821.316	11.7157
FBtr0085614	355	156	17.8312	7.63226
FBtr0303924	5093	4894	15	0.204656
FBtr0303923	5120	4921	0	0
FBtr0300811	4420	4221	965	15.2654
FBtr0340626	2866	2667	0	0
FBtr0340627	2995	2796	0	0
FBtr0340628	2870	2671	0	0
FBtr0087784	1976	1777	4185.49	157.274
FBtr0332882	2246	2047	1291.55	42.1298
FBtr0339391	1899	1700	37.3143	1.46563
FBtr0084095	7188	6989	175.299	1.67479
FBtr0343807	7002	6803	0	0
FBtr0343805	4551	4352	0.184047	0.00282381
FBtr0343806	4719	4520	1646.52	24.3234
FBtr0086801	711	512	20.264	2.64273
FBtr0344145	6340	6141	0	0
FBtr0100454	3868	3669	0	0
FBtr0082255	6557	6358	0	0
FBtr0082256	4226	4027	0	0
FBtr0100455	2462	2263	0	0
FBtr0088783	1907	1708	1370	53.5587
FBtr0301333	1977	1778	0	0
FBtr0332689	1974	1775	0	0
FBtr0086107	5316	5117	4501	58.7341
FBtr0072159	694	495	13	1.75362
FBtr0076218	2574	2375	212.341	5.96989
FBtr0076219	2478	2279	1291.66	37.8443
FBtr0113346	1241	1042	5	0.320405
FBtr0100083	570	371	2	0.359959
FBtr0079765	644	445	0	0
FBtr0071734	1182	983	0	0
FBtr0071191	1056	857	96.3	7.50313
FBtr0345988	1286	1087	108.7	6.67724
FBtr0071902	1064	865	103.782	8.01133
FBtr0332909	904	705	421.218	39.8946
FBtr0078892	1301	1102	7902	478.798
FBtr0073061	323	124	0	0
FBtr0081973	1959	1760	1	0.0379389
FBtr0333190	1343	1144	0	0
FBtr0072990	764	565	448	52.9452
FBtr0076205	2178	1979	104.755	3.53447
FBtr0076204	2232	2033	272.245	8.9417
FBtr0081487	2064	1865	673.679	24.1197
FBtr0331678	2435	2236	295.321	8.819
FBtr0086674	751	552	1812	219.188
FBtr0113686	2779	2580	41	1.06111
FBtr0113685	2706	2507	0	0
FBtr0072069	2783	2584	0	0
FBtr0072067	2762	2563	7.56035e-05	1.96966e-06
FBtr0072070	2827	2628	931.416	23.6655
FBtr0332926	2655	2456	19.3264	0.525435
FBtr0072068	2775	2576	104.258	2.70246
FBtr0072066	2608	2409	1.63248e-06	4.52488e-08
FBtr0087059	1547	1348	2246	111.254
FBtr0074966	4094	3895	974.119	16.6994
FBtr0333896	4347	4148	409.881	6.59806
FBtr0302288	1725	1526	1	0.0437565
FBtr0086613	5546	5347	54	0.674343
FBtr0091795	4018	3819	21.1027	0.368966
FBtr0300891	3895	3696	12.0788	0.218218
FBtr0091794	5531	5332	0	0
FBtr0091793	5663	5464	7.49788	0.0916273
FBtr0300892	5540	5341	4.82266	0.0602922
FBtr0091792	3886	3687	0	0
FBtr0301734	675	476	186	26.0917
FBtr0342889	1080	881	77.6475	5.88503
FBtr0071618	1141	942	221.352	15.6903
FBtr0344856	10063	9864	0	0
FBtr0329838	8191	7992	11.0395	0.0922339
FBtr0329840	7444	7245	0	0
FBtr0332236	5661	5462	20.2966	0.248124
FBtr0329844	5383	5184	261.358	3.36642
FBtr0329839	5484	5285	104.653	1.32223
FBtr0329842	8096	7897	0	0
FBtr0332237	8123	7924	0	0
FBtr0336736	7649	7450	1023.65	9.17473
FBtr0329846	9896	9697	0	0
FBtr0329845	9210	9011	0	0
FBtr0329843	7328	7129	0	0
FBtr0082799	3501	3302	5411.9	109.438
FBtr0082797	3268	3069	2341.91	50.953
FBtr0346346	3167	2968	46.0358	1.03569
FBtr0346347	5382	5183	7995.16	103.001
FBtr0084420	1764	1565	1	0.0426661
FBtr0074230	5678	5479	1513	18.4389
FBtr0112400	526	327	82.1113	16.7669
FBtr0331156	4583	4384	0	0
FBtr0331157	4583	4384	0	0
FBtr0343982	4396	4197	47.5231	0.756072
FBtr0332994	6340	6141	9.47685	0.103044
FBtr0070707	4416	4217	269.388	4.26552
FBtr0070704	1597	1398	540.382	25.8101
FBtr0070706	1483	1284	8722.86	453.618
FBtr0307065	4061	3862	0	0
FBtr0300565	3200	3001	0.145104	0.00322857
FBtr0346714	3299	3100	4.02965	0.0867967
FBtr0339597	3557	3358	0	0
FBtr0344276	3700	3501	1631.68	31.1201
FBtr0082092	3278	3079	7.21829e-06	1.56539e-07
FBtr0344275	3494	3295	0	0
FBtr0300564	3551	3352	0.0993789	0.00197965
FBtr0344277	3176	2977	1013.81	22.7391
FBtr0305273	2369	2170	0	0
FBtr0114644	2288	2089	1	0.0319638
FBtr0078384	2163	1964	0.0223873	0.000761129
FBtr0078383	2884	2685	159.869	3.97572
FBtr0305331	2229	2030	885.109	29.1137
FBtr0346513	1115	916	0.475608	0.0346697
FBtr0333152	745	546	0	0
FBtr0112510	1761	1562	7.25387	0.310089
FBtr0087297	1997	1798	541.917	20.1252
FBtr0087296	2106	1907	1592.08	55.7458
FBtr0332380	893	694	2	0.192428
FBtr0077024	642	443	1	0.150728
FBtr0078507	998	799	0	0
FBtr0084821	1345	1146	0	0
FBtr0071309	444	245	1	0.27254
FBtr0346164	542	343	0	0
FBtr0082010	914	715	1469	137.187
