target_id	length	eff_length	est_counts	tpm
FBtr0334488	2840	2841	23.0338	1.47263
FBtr0334489	2902	2903	0	0
FBtr0100600	3804	3805	104.981	5.01135
FBtr0300305	309	310	0	0
FBtr0077162	567	568	0	0
FBtr0072277	713	714	205	52.15
FBtr0344898	1082	1083	0	0
FBtr0086817	1175	1176	0	0
FBtr0333271	5146	5147	30.1073	1.06247
FBtr0072639	5149	5150	14.8927	0.52525
FBtr0340000	824	825	4.15617	0.915036
FBtr0087390	427	428	167.844	71.2296
FBtr0070472	3021	3022	282.521	16.9807
FBtr0331752	4499	4500	508.915	20.5415
FBtr0070475	3174	3175	168.074	9.61512
FBtr0070474	3218	3219	0	0
FBtr0302185	2166	2167	30.5458	2.5603
FBtr0070471	4805	4806	176.813	6.68237
FBtr0112828	2903	2904	80.3835	5.0277
FBtr0301966	3182	3183	14.7708	0.842883
FBtr0070468	3055	3056	0.223098	0.01326
FBtr0070476	2745	2746	0	0
FBtr0070470	3110	3111	0	0
FBtr0331751	4750	4751	20.3199	0.776847
FBtr0070469	4244	4245	426.02	18.2285
FBtr0070467	2929	2930	0	0
FBtr0331753	5004	5005	35.1211	1.27457
FBtr0070466	2847	2848	43.3473	2.76453
FBtr0070473	3091	3092	1.6012e-07	9.40599e-09
FBtr0076265	1575	1576	590	67.9978
FBtr0331935	1030	1031	0	0
FBtr0088237	816	817	369	82.0358
FBtr0081705	1363	1364	0	0
FBtr0088524	1299	1300	696	97.2444
FBtr0074540	843	844	112	24.1032
FBtr0074494	1357	1358	3	0.401255
FBtr0085714	3349	3350	7052.28	382.37
FBtr0085713	3440	3441	16270.7	858.856
FBtr0076256	334	335	1	0.542193
FBtr0339552	1718	1719	55.7514	5.89086
FBtr0078950	1533	1534	334.249	39.577
FBtr0070990	1321	1322	6.81863	0.936839
FBtr0100409	805	806	0	0
FBtr0343330	706	707	327.353	84.1001
FBtr0304902	1617	1618	5.58146	0.626569
FBtr0304901	2286	2287	3.41854	0.271502
FBtr0078872	1228	1229	1	0.147791
FBtr0077839	2112	2113	247.352	21.2626
FBtr0077837	2331	2332	18.7752	1.46237
FBtr0077838	2235	2236	2.54012e-05	2.06339e-06
FBtr0077836	2325	2326	373.872	29.1953
FBtr0075133	4018	4019	10.9929	0.496813
FBtr0332862	2190	2191	54.0071	4.47721
FBtr0087988	1754	1755	2912.21	301.401
FBtr0087987	1948	1949	5063.38	471.876
FBtr0074688	1633	1634	511	56.8025
FBtr0086864	3503	3504	293	15.1881
FBtr0083361	1283	1284	0	0
FBtr0392904	4164	4165	290.969	12.6891
FBtr0084588	2385	2386	1425.17	108.491
FBtr0303161	2639	2640	177.597	12.2189
FBtr0079257	1918	1919	198	18.7408
FBtr0307341	906	907	0	0
FBtr0084989	527	528	0.726141	0.249796
FBtr0306309	750	751	0	0
FBtr0344570	539	540	1	0.336361
FBtr0078090	1219	1220	231.391	34.4497
FBtr0087439	546	547	61	20.2554
FBtr0070960	2096	2097	5	0.433082
FBtr0302357	2296	2297	0	0
FBtr0302356	2428	2429	0	0
FBtr0340571	3830	3831	0	0
FBtr0340572	3825	3826	0	0
FBtr0080267	3305	3306	0	0
FBtr0077141	787	788	0	0
FBtr0306593	981	982	0	0
FBtr0081719	1938	1939	1030	96.4847
FBtr0071549	1655	1656	296	32.4661
FBtr0308832	1068	1069	66.561	11.3094
FBtr0308833	2043	2044	425.857	37.8427
FBtr0074921	2263	2264	20.5818	1.65122
FBtr0073011	1996	1997	1	0.0909538
FBtr0112378	450	451	0	0
FBtr0342602	1596	1597	0	0
FBtr0080326	1217	1218	576.336	85.9463
FBtr0085405	675	676	614	164.976
FBtr0339295	331	332	0	0
FBtr0300316	205	206	0	0
FBtr0300904	2130	2131	0	0
FBtr0081633	2196	2197	0	0
FBtr0300905	2052	2053	0	0
FBtr0335279	1234	1235	0	0
FBtr0335281	1199	1200	0	0
FBtr0290216	733	734	0	0
FBtr0335280	740	741	0	0
FBtr0077120	1711	1712	181.373	19.2428
FBtr0081676	887	888	0	0
FBtr0076639	2093	2094	2	0.173481
FBtr0079280	1148	1149	1	0.158081
FBtr0304827	5797	5798	0	0
FBtr0433494	6405	6406	11.5009	0.326095
FBtr0333832	6581	6582	0	0
FBtr0433497	5654	5655	1.08774e-06	3.49374e-08
FBtr0333833	6118	6119	0	0
FBtr0433496	5848	5849	9.33564	0.289909
FBtr0304826	8410	8411	5.61495e-07	1.21254e-08
FBtr0433495	8302	8303	3.38346	0.0740158
FBtr0433493	8251	8252	0	0
FBtr0300808	2019	2020	0	0
FBtr0300809	4061	4062	0	0
FBtr0301700	4064	4065	0	0
FBtr0072287	5108	5109	977	34.7342
FBtr0343633	2816	2817	0	0
FBtr0074281	2640	2641	1145.63	78.7905
FBtr0343632	2730	2731	87.3224	5.80768
FBtr0074279	3898	3899	919.082	42.8154
FBtr0074280	3895	3896	32.9689	1.53704
FBtr0072238	1035	1036	0	0
FBtr0308073	1317	1318	2.20793	0.304276
FBtr0082360	764	765	330.792	78.5403
FBtr0082361	1024	1025	0	0
FBtr0079938	1428	1429	37	4.70293
FBtr0077227	1279	1280	748	106.143
FBtr0091702	1278	1279	0	0
FBtr0074882	2425	2426	266.774	19.9734
FBtr0332153	3588	3589	46.2898	2.34267
FBtr0310476	2042	2043	97.8349	8.6981
FBtr0100666	2416	2417	115.673	8.69267
FBtr0332726	2033	2034	35.4285	3.16374
FBtr0080287	1089	1090	173.145	28.8525
FBtr0309307	5887	5888	0	0
FBtr0300898	5037	5038	1	0.0360529
FBtr0080024	1050	1051	59.2217	10.2347
FBtr0077389	2263	2264	1332	106.863
FBtr0290204	1958	1959	0	0
FBtr0086689	848	849	127.546	27.2871
FBtr0306636	1574	1575	226.644	26.1375
FBtr0086687	1472	1473	1.62331e-08	2.00169e-09
FBtr0086690	2195	2196	0	0
FBtr0086686	1532	1533	0	0
FBtr0340359	2225	2226	54.6769	4.46146
FBtr0301148	981	982	531.44	98.2972
FBtr0086684	908	909	3.14169e-08	6.27767e-09
FBtr0306637	2237	2238	0	0
FBtr0301149	1514	1515	12.6934	1.52183
FBtr0086600	1106	1107	0	0
FBtr0331978	1118	1119	175	28.4058
FBtr0078769	621	622	12310	3594.73
FBtr0070712	1878	1879	6	0.579994
FBtr0343263	1108	1109	0	0
FBtr0343264	928	929	0	0
FBtr0072024	920	921	0	0
FBtr0113111	979	980	0	0
FBtr0333452	4664	4665	0	0
FBtr0333450	3996	3997	8.99999	0.408985
FBtr0333451	4043	4044	6.62564e-06	2.97588e-07
FBtr0300831	4092	4093	0	0
FBtr0076303	1640	1641	28.6181	3.1676
FBtr0076302	1655	1656	0.732767	0.0803719
FBtr0076301	2049	2050	817.649	72.4456
FBtr0077098	1123	1124	661.627	106.917
FBtr0070552	1047	1048	0	0
FBtr0075818	1346	1347	266	35.8685
FBtr0088789	1908	1909	64	6.08938
FBtr0304960	503	504	0	0
FBtr0075249	843	844	0	0
FBtr0084104	1804	1805	2771	278.842
FBtr0336911	2177	2178	94.2351	7.85876
FBtr0088974	1597	1598	184.86	21.0118
FBtr0100360	4963	4964	23.1818	0.848233
FBtr0110880	2920	2921	0	0
FBtr0334105	2225	2226	0	0
FBtr0301185	2946	2947	0	0
FBtr0110881	4262	4263	54.8182	2.33565
FBtr0336928	1138	1139	0	0
FBtr0072107	995	996	2	0.364728
FBtr0085786	2956	2957	387.108	23.7782
FBtr0085785	3082	3083	0	0
FBtr0334549	2894	2895	31.8924	2.00095
FBtr0334550	3020	3021	0	0
FBtr0340191	4545	4546	2.25703e-05	9.01791e-07
FBtr0073848	4477	4478	1821	73.8626
FBtr0078387	3371	3372	202.214	10.8924
FBtr0087487	2027	2028	183	16.3901
FBtr0083735	2688	2689	0	0
FBtr0332539	2448	2449	1	0.0741669
FBtr0077790	977	978	0	0
FBtr0331440	941	942	0	0
FBtr0331439	971	972	0	0
FBtr0082634	1746	1747	212	22.0415
FBtr0079612	1320	1321	49.0036	6.73789
FBtr0087980	1799	1800	0	0
FBtr0087979	1558	1559	0	0
FBtr0072044	1063	1064	0	0
FBtr0343206	1072	1073	0	0
FBtr0072043	1160	1161	0	0
FBtr0075225	1132	1133	0	0
FBtr0112489	446	447	17.6464	7.17049
FBtr0339263	740	741	4.31279	1.05716
FBtr0301018	2276	2277	19	1.51562
FBtr0302526	640	641	11.8318	3.35267
FBtr0100009	3280	3281	140	7.75034
FBtr0089901	2338	2339	0	0
FBtr0089902	1803	1804	0	0
FBtr0300562	2617	2618	81.9461	5.68536
FBtr0089900	2125	2126	0	0
FBtr0089904	2355	2356	0	0
FBtr0301521	2467	2468	23.3751	1.72031
FBtr0089905	2568	2569	36.6788	2.59328
FBtr0345390	5214	5215	0	0
FBtr0331425	3556	3557	137.978	7.0457
FBtr0332155	4408	4409	119.022	4.90329
FBtr0075014	3541	3542	0	0
FBtr0078874	603	604	0	0
FBtr0083452	2975	2976	204.522	12.4826
FBtr0302317	2262	2263	297.478	23.8764
FBtr0333248	2543	2544	0	0
FBtr0114524	2411	2412	0	0
FBtr0273385	6171	6172	35.1597	1.03471
FBtr0339307	6637	6638	22.3712	0.612141
FBtr0273384	6439	6440	130.469	3.67977
FBtr0082117	3807	3808	60.9414	2.9068
FBtr0082116	6303	6304	44.6349	1.28605
FBtr0082118	4671	4672	84.4237	3.28216
FBtr0085011	1569	1570	1	0.115691
FBtr0081174	4145	4146	0	0
FBtr0081175	3934	3935	0	0
FBtr0303241	4041	4042	52.3034	2.35035
FBtr0081176	3893	3894	0	0
FBtr0305129	2997	2998	241.982	14.6606
FBtr0339156	2994	2995	0.0178907	0.001085
FBtr0339157	2988	2989	0	0
FBtr0071784	2049	2050	0	0
FBtr0071785	1989	1990	701.138	63.9955
FBtr0089148	3050	3051	30.0185	1.78709
FBtr0089147	2773	2774	7.88587e-05	5.16347e-06
FBtr0089150	2762	2763	49.378	3.24603
FBtr0089146	2709	2710	30.389	2.03679
FBtr0308247	2614	2615	425.214	29.5349
FBtr0089149	2840	2841	0	0
FBtr0302559	2531	2532	0	0
FBtr0346506	2597	2598	0	0
FBtr0302190	3048	3049	101.342	6.03712
FBtr0086145	3054	3055	84.6582	5.03335
FBtr0306281	375	376	0	0
FBtr0306280	392	393	0	0
FBtr0306258	4812	4813	0	0
FBtr0073119	3828	3829	2086.62	98.9824
FBtr0073120	4106	4107	1366.97	60.4553
FBtr0073118	4763	4764	2044.86	77.9633
FBtr0337055	3442	3443	183.442	9.67743
FBtr0333895	3491	3492	2065.58	107.44
FBtr0337056	4046	4047	64.519	2.8957
FBtr0077442	1411	1412	48	6.17455
FBtr0076018	1266	1267	8.36304	1.19891
FBtr0076017	963	964	66.637	12.5556
FBtr0339781	3357	3358	0	0
FBtr0070778	3093	3094	0	0
FBtr0344824	2804	2805	0	0
FBtr0345292	830	831	120.474	26.3325
FBtr0070983	837	838	118.379	25.6583
FBtr0070982	1100	1101	8.57959	1.4154
FBtr0070981	941	942	318.322	61.3783
FBtr0070980	854	855	23129.2	4913.54
FBtr0307300	2919	2920	220	13.6848
FBtr0113024	3030	3031	0	0
FBtr0332600	2913	2914	0	0
FBtr0083414	2815	2816	373.197	24.0716
FBtr0337043	3789	3790	3.80279	0.182248
FBtr0077516	1338	1339	0	0
FBtr0112524	1274	1275	9.61777	1.37013
FBtr0089233	3691	3692	0	0
FBtr0334626	3376	3377	78.4612	4.2201
FBtr0310651	3526	3527	0.0868498	0.00447262
FBtr0089229	3501	3502	468.452	24.2967
FBtr0082920	981	982	0	0
FBtr0077386	1734	1735	214.448	22.4503
FBtr0071106	2301	2302	0	0
FBtr0070937	2201	2202	1979.3	163.265
FBtr0070938	2487	2488	799.703	58.3817
FBtr0070397	1267	1268	8	1.14596
FBtr0074346	819	820	0	0
FBtr0071471	1606	1607	0.904912	0.10228
FBtr0330316	1609	1610	0.0950883	0.0107275
FBtr0074918	1253	1254	160.386	23.231
FBtr0072124	2163	2164	294.177	24.6917
FBtr0071683	1189	1190	537	81.9646
FBtr0077403	1061	1062	0	0
FBtr0113021	1089	1090	0	0
FBtr0077402	1231	1232	0	0
FBtr0077401	1011	1012	5	0.897405
FBtr0300280	1584	1585	2	0.229192
FBtr0346378	3461	3462	0	0
FBtr0074809	2896	2897	685.263	42.9643
FBtr0335137	3353	3354	0	0
FBtr0346141	373	374	0	0
FBtr0085611	272	273	3	1.99599
FBtr0074029	585	586	0	0
FBtr0075388	1505	1506	0.0936709	0.0112974
FBtr0343534	2295	2296	2.90633	0.229917
FBtr0086001	1762	1763	6	0.618156
FBtr0321315	1239	1240	0	0
FBtr0333037	2846	2847	0	0
FBtr0075724	2737	2738	54.5084	3.61601
FBtr0075723	2084	2085	29.4916	2.56916
FBtr0342770	3744	3745	278.81	13.5225
FBtr0070420	3766	3767	1717.19	82.7983
FBtr0342771	3838	3839	1.65372e-08	7.82427e-10
FBtr0333323	2883	2884	14.7982	0.931992
FBtr0333322	2930	2931	0	0
FBtr0074137	2347	2348	96.4942	7.46452
FBtr0074135	2386	2387	680.708	51.7973
FBtr0308136	1697	1698	0	0
FBtr0080237	698	699	0	0
FBtr0300638	3446	3447	0.666667	0.035129
FBtr0073729	466	467	50.8696	19.7852
FBtr0084836	743	744	101	24.6574
FBtr0082430	1248	1249	0	0
FBtr0335211	1142	1143	218.757	34.7628
FBtr0076857	1307	1308	5	0.694322
FBtr0300424	902	903	6	1.20688
FBtr0083860	1793	1794	8.35138e-06	8.45542e-07
FBtr0302327	1744	1745	1766.29	183.851
FBtr0083861	1877	1878	69.706	6.74176
FBtr0083086	1479	1480	204.996	25.1584
FBtr0334589	2552	2553	20.7068	1.4732
FBtr0091874	595	596	1.13516	0.345949
FBtr0073935	992	993	0	0
FBtr0073300	818	819	0	0
FBtr0073299	2460	2461	0	0
FBtr0088841	1522	1523	18.3819	2.19224
FBtr0088842	1468	1469	560.04	69.2462
FBtr0345599	2094	2095	0	0
FBtr0070422	1749	1750	2	0.207583
FBtr0342772	681	682	0	0
FBtr0070421	1547	1548	0	0
FBtr0333023	2495	2496	0	0
FBtr0075579	1678	1679	5	0.540902
FBtr0072248	2815	2816	0	0
FBtr0345620	2931	2932	0	0
FBtr0072247	2800	2801	3	0.194539
FBtr0072253	1306	1307	0	0
FBtr0343432	1090	1091	209	34.7953
FBtr0073127	1478	1479	0.0161675	0.00198552
FBtr0073128	1471	1472	4.98383	0.614971
FBtr0079458	1541	1542	0	0
FBtr0079460	1595	1596	11.6819	1.32947
FBtr0079462	1526	1527	1.06497	0.126677
FBtr0079461	1505	1506	1.06594	0.12856
FBtr0079459	1585	1586	3.18721	0.365012
FBtr0081997	1156	1157	220.039	34.5433
FBtr0081996	1257	1258	8.48146	1.22458
FBtr0336761	1233	1234	69.48	10.2269
FBtr0336637	3026	3027	2.85028	0.171031
FBtr0300693	1964	1965	0.149718	0.0138391
FBtr0336636	3290	3291	0	0
FBtr0071797	3770	3771	0	0
FBtr0336638	1523	1524	0	0
FBtr0087382	5033	5034	1238.87	44.7005
FBtr0339998	5235	5236	0	0
FBtr0301478	2790	2791	322.809	21.008
FBtr0089521	2653	2654	90.8717	6.21909
FBtr0306351	2221	2222	60.4085	4.93802
FBtr0306350	2503	2504	29.5164	2.14106
FBtr0330046	2653	2654	90.8717	6.21909
FBtr0301477	4782	4783	9.52222	0.361607
FBtr0300224	1562	1563	0	0
FBtr0114515	1508	1509	0	0
FBtr0087406	329	330	0	0
FBtr0072888	2130	2131	0	0
FBtr0085859	1170	1171	1	0.155111
FBtr0334894	6412	6413	2329.84	65.9877
FBtr0084460	6624	6625	0	0
FBtr0304567	3987	3988	135.164	6.15607
FBtr0070907	2510	2511	1944	140.62
FBtr0070906	2636	2637	0	0
FBtr0305911	1961	1962	231.95	21.4731
FBtr0289953	2161	2162	54.05	4.54087
FBtr0305910	2015	2016	0	0
FBtr0088312	1656	1657	0	0
FBtr0088313	2297	2298	14.1837	1.12108
FBtr0088311	2351	2352	0	0
FBtr0304592	2591	2592	8.81633	0.617805
FBtr0088882	1935	1936	1102	103.389
FBtr0079894	2382	2383	214.888	16.379
FBtr0331635	2356	2357	128.366	9.89208
FBtr0345615	2623	2624	65.3353	4.52254
FBtr0071338	3399	3400	3141	167.798
FBtr0334508	4486	4487	3	0.121441
FBtr0085746	3506	3507	0	0
FBtr0085085	1541	1542	809.789	95.3864
FBtr0085084	2075	2076	5.21098	0.455922
FBtr0079304	905	906	0	0
FBtr0079732	925	926	1	0.19615
FBtr0071108	3145	3146	183.433	10.5905
FBtr0340139	3231	3232	0	0
FBtr0071107	3426	3427	808.011	42.8255
FBtr0340138	4238	4239	45.5563	1.95202
FBtr0309839	4403	4404	0.0166456	0.000686515
FBtr0309836	4378	4379	16.1404	0.669483
FBtr0309837	3952	3953	0.0040948	0.00018815
FBtr0073144	4107	4108	4093.03	180.973
FBtr0309838	4006	4007	77.8071	3.52695
FBtr0075152	2917	2918	478	29.7537
FBtr0300092	607	608	0	0
FBtr0073892	1096	1097	0	0
FBtr0343143	1534	1535	0	0
FBtr0332630	1663	1664	29.4597	3.21569
FBtr0332631	1364	1365	451.843	60.1249
FBtr0332632	5997	5998	219.664	6.652
FBtr0301268	1587	1588	5	0.571898
FBtr0085909	2020	2021	6	0.539242
FBtr0080763	2304	2305	357	28.1317
FBtr0086733	1297	1298	249	34.8436
FBtr0087262	852	853	745	158.638
FBtr0303232	702	703	30	7.75113
FBtr0344155	6716	6717	495.263	13.3924
FBtr0070316	6065	6066	1067.74	31.9713
FBtr0344279	6745	6746	4	0.107699
FBtr0076133	3030	3031	7	0.41948
FBtr0082259	2901	2902	882	55.2039
FBtr0079708	1718	1719	139.425	14.732
FBtr0330181	847	848	0	0
FBtr0074894	650	651	369	102.954
FBtr0082726	2913	2914	46.5803	2.90343
FBtr0331429	2603	2604	0.000354072	2.46973e-05
FBtr0331428	2948	2949	92.4966	5.69705
FBtr0082727	2606	2607	99.2294	6.91351
FBtr0301219	3098	3099	52.6934	3.0884
FBtr0088166	1239	1240	0	0
FBtr0310646	1830	1831	11.0814	1.09927
FBtr0073730	1370	1371	1689.92	223.886
FBtr0079724	633	634	16.9009	4.84194
FBtr0346454	899	900	16.9173	3.41419
FBtr0100541	611	612	22013.2	6533.27
FBtr0343865	1567	1568	0	0
FBtr0079324	1294	1295	2	0.280517
FBtr0079598	1156	1157	323	50.707
FBtr0081220	1093	1094	0.000328466	5.45346e-05
FBtr0300823	1159	1160	2.73302	0.42794
FBtr0081221	1054	1055	31.4396	5.41281
FBtr0310645	979	980	100.743	18.6718
FBtr0081219	1084	1085	7.08422	1.18594
FBtr0075314	465	466	134	52.2297
FBtr0070136	2103	2104	157.433	13.5909
FBtr0070137	2193	2194	0	0
FBtr0070135	2124	2125	133.567	11.4167
FBtr0076688	2391	2392	373.348	28.3499
FBtr0346546	2609	2610	0	0
FBtr0302935	3103	3104	369.321	21.6113
FBtr0082329	3115	3116	57.6791	3.36217
FBtr0344017	5279	5280	13.7047	0.471449
FBtr0091678	6366	6367	370.34	10.5649
FBtr0344016	5395	5396	0	0
FBtr0342985	4422	4423	128.686	5.28463
FBtr0071815	4360	4361	287.81	11.9872
FBtr0071816	4190	4191	8.39723e-06	3.63929e-07
FBtr0071813	4216	4217	5328.33	229.502
FBtr0342986	4124	4125	1785.4	78.6158
FBtr0071814	4255	4256	135.674	5.79023
FBtr0083049	682	683	239.297	63.6379
FBtr0079593	751	752	2.67411	0.645893
FBtr0332415	1011	1012	31.3907	5.63403
FBtr0345640	3934	3935	52.4667	2.4218
FBtr0077562	3784	3785	1448.53	69.5123
FBtr0085387	5031	5032	188.156	6.79168
FBtr0085386	4880	4881	515.844	19.1959
FBtr0085614	355	356	7.5964	3.87576
FBtr0303924	5093	5094	0.998318	0.0355966
FBtr0303923	5120	5121	0.00168229	5.96683e-05
FBtr0300811	4420	4421	524	21.5283
FBtr0340626	2866	2867	0	0
FBtr0340627	2995	2996	0	0
FBtr0340628	2870	2871	0	0
FBtr0087784	1976	1977	1536.63	141.176
FBtr0332882	2246	2247	33.6039	2.71635
FBtr0339391	1899	1900	1520.81	145.385
FBtr0084095	7188	7189	55.3224	1.39776
FBtr0343807	7002	7003	0	0
FBtr0343805	4551	4552	207.381	8.27496
FBtr0343806	4719	4720	441.296	16.9819
FBtr0086801	711	712	6	1.53063
FBtr0344145	6340	6341	0	0
FBtr0100454	3868	3869	0	0
FBtr0082255	6557	6558	0	0
FBtr0082256	4226	4227	0	0
FBtr0100455	2462	2463	0	0
FBtr0088783	1907	1908	573.142	54.5611
FBtr0301333	1977	1978	0	0
FBtr0332689	1974	1975	0	0
FBtr0086107	5316	5317	1827	62.4124
FBtr0072159	694	695	6	1.56807
FBtr0076218	2574	2575	20.4728	1.4441
FBtr0076219	2478	2479	832.527	60.9987
FBtr0113346	1241	1242	1	0.146244
FBtr0100083	570	571	0	0
FBtr0079765	644	645	1	0.281604
FBtr0071734	1182	1183	1	0.153537
FBtr0071191	1056	1057	76.8087	13.1988
FBtr0345988	1286	1287	11.1913	1.57943
FBtr0071902	1064	1065	19.1982	3.27424
FBtr0332909	904	905	422.802	84.8569
FBtr0078892	1301	1302	4081	569.318
FBtr0073061	323	324	0	0
FBtr0081973	1959	1960	0	0
FBtr0333190	1343	1344	1	0.135145
FBtr0072990	764	765	220	52.2348
FBtr0076205	2178	2179	16.6803	1.39042
FBtr0076204	2232	2233	169.32	13.7727
FBtr0081487	2064	2065	327.868	28.8388
FBtr0331678	2435	2436	13.1321	0.979163
FBtr0086674	751	752	1213	292.983
FBtr0113686	2779	2780	22	1.4374
FBtr0113685	2706	2707	0	0
FBtr0072069	2783	2784	0	0
FBtr0072067	2762	2763	142.447	9.36423
FBtr0072070	2827	2828	167.547	10.7611
FBtr0332926	2655	2656	0	0
FBtr0072068	2775	2776	0	0
FBtr0072066	2608	2609	0.00622104	0.0004331
FBtr0087059	1547	1548	888	104.194
FBtr0074966	4094	4095	446.628	19.8103
FBtr0333896	4347	4348	34.3715	1.43585
FBtr0302288	1725	1726	0	0
FBtr0086613	5546	5547	49	1.60449
FBtr0091795	4018	4019	15	0.67791
FBtr0300891	3895	3896	0	0
FBtr0091794	5531	5532	0	0
FBtr0091793	5663	5664	0	0
FBtr0300892	5540	5541	0	0
FBtr0091792	3886	3887	0	0
FBtr0301734	675	676	112	30.0933
FBtr0342889	1080	1081	62.798	10.5516
FBtr0071618	1141	1142	29.202	4.64456
FBtr0344856	10063	10064	0	0
FBtr0329838	8191	8192	0	0
FBtr0329840	7444	7445	0	0
FBtr0332236	5661	5662	18.0284	0.578345
FBtr0329844	5383	5384	143.426	4.83863
FBtr0329839	5484	5485	0	0
FBtr0329842	8096	8097	0	0
FBtr0332237	8123	8124	0	0
FBtr0336736	7649	7650	114.753	2.72459
FBtr0329846	9896	9897	0	0
FBtr0329845	9210	9211	0	0
FBtr0329843	7328	7329	0.792389	0.0196378
FBtr0082799	3501	3502	1342.16	69.6124
FBtr0082797	3268	3269	2101.03	116.739
FBtr0346346	3167	3168	1641.93	94.1388
FBtr0346347	5382	5383	1723.88	58.1678
FBtr0084420	1764	1765	0	0
FBtr0074230	5678	5679	743	23.7638
FBtr0112400	526	527	4.10202	1.41379
FBtr0331156	4583	4584	0	0
FBtr0331157	4583	4584	0	0
FBtr0343982	4396	4397	7	0.289162
FBtr0332994	6340	6341	0	0
FBtr0070707	4416	4417	40.8375	1.67931
FBtr0070704	1597	1598	0	0
FBtr0070706	1483	1484	3488.07	426.924
FBtr0307065	4061	4062	0	0
FBtr0300565	3200	3201	0.000135671	7.69841e-06
FBtr0346714	3299	3300	879.642	48.4162
FBtr0339597	3557	3558	0	0
FBtr0344276	3700	3701	9.20638e-05	4.51823e-06
FBtr0082092	3278	3279	0	0
FBtr0344275	3494	3495	8.35293e-06	4.34101e-07
FBtr0300564	3551	3552	5.92298	0.302877
FBtr0344277	3176	3177	200.171	11.4442
FBtr0305273	2369	2370	0	0
FBtr0114644	2288	2289	0	0
FBtr0078384	2163	2164	55.6072	4.66737
FBtr0078383	2884	2885	41.215	2.59483
FBtr0305331	2229	2230	311.178	25.3456
FBtr0346513	1115	1116	0	0
FBtr0333152	745	746	0	0
FBtr0112510	1761	1762	2.33333	0.24053
FBtr0087297	1997	1998	461.431	41.9479
FBtr0087296	2106	2107	618.569	53.324
FBtr0332380	893	894	1	0.203171
FBtr0077024	642	643	0	0
FBtr0078507	998	999	0	0
FBtr0084821	1345	1346	0	0
FBtr0071309	444	445	0	0
FBtr0346164	542	543	0	0
FBtr0082010	914	915	899	178.459
FBtr0086091	2538	2539	43.0339	3.07855
FBtr0086092	2361	2362	653.966	50.2891
FBtr0079762	971	972	0.927984	0.17341
FBtr0299772	3627	3628	0	0
FBtr0299771	3614	3615	0	0
FBtr0299768	2049	2050	2	0.177205
FBtr0345263	3657	3658	0	0
FBtr0305057	3534	3535	0	0
FBtr0305058	3269	3270	0	0
FBtr0070184	462	463	0	0
FBtr0310497	623	624	4	1.16433
FBtr0075590	1781	1782	0	0
FBtr0332094	967	968	4	0.750557
