"ID","Untreated_1","Untreated_3","Untreated_4","RNAi_1","RNAi_3","RNAi_4","padj","log2FoldChange","pvalue","foldChange","log10padj"
"FBtr0306556",323.213014613944,297.667037476166,350.708888910823,107.73239272876,106.959315405728,105.916043311733,0.000864198299072972,-1.59761660156488,3.06129630340213e-06,0.330422400010829,3.06338659280835
"FBtr0345142",3146.35553934154,3020.63524629885,2938.76599166615,1426.91727881384,1579.96717158731,1325.3307577451,0.000864198299072972,-1.075144899219,2.9344150525472e-06,0.474623388576399,3.06338659280835
"FBtr0078191",2830.80390042994,2627.45350889538,2580.69289931676,1051.06934767346,1264.45354468825,1231.91156079313,0.000869572083800372,-1.18464248671783,3.20983580683361e-06,0.439933544088261,3.06069441101705
"FBtr0301403",2023.61024206955,2034.41844489385,2288.82893440434,1021.69507885024,1054.30088951214,1081.90224979542,0.000869572083800372,-1.00483000199609,3.27458012672127e-06,0.4983288478551,3.06069441101705
"FBtr0071934",1297.11883138254,1258.92816114588,1550.02999903076,518.457092331521,508.879454616537,468.256833775637,0.000911808833578695,-1.45333416860279,3.48488088373152e-06,0.365176499728166,3.04009620468078
"FBtr0290077",866.57160798428,1071.07796949659,978.303151037673,355.562516331041,297.280398977427,318.187479816627,0.000929506614533067,-1.58530124208837,3.70924964207777e-06,0.333255076646394,3.03174751536493
"FBtr0334867",893.112372438349,769.111388658598,939.011080966361,120.883709027787,136.364393154106,203.392394855801,0.000930422989620024,-2.52926203298887,3.76520094720333e-06,0.173227270025455,3.03131956725879
"FBtr0071240",133.370877981815,133.78032412356,156.221456776773,31.7126787090589,23.5846433610156,27.4036177961634,0.000864198299072972,-2.35430080070072,2.81721867971659e-06,0.195562166636098,3.06338659280835
"FBtr0330725",532.225278052076,535.899521640197,529.587067030738,249.312020752388,235.084786446554,212.181432752565,0.000952250357291653,-1.19986164685655,4.11046200973154e-06,0.435317026153638,3.02124885571636
"FBtr0301500",172.555198072728,201.987486258296,200.328285711695,50.8900003723618,44.3598841665536,37.5284565819586,0.000925539648478866,-2.11797306283786,3.5893792572528e-06,0.230370347850578,3.03360497210636
"FBtr0070457",1304.89365089828,1460.30782808032,1260.98529258364,650.549920010937,604.202717294073,613.988035552183,0.000952250357291653,-1.10527320584858,4.08791031054592e-06,0.464814440194742,3.02124885571636
"FBtr0332260",1067.45362868376,1214.56815003356,1270.13413529061,485.826594376186,419.783854029852,395.170828120122,0.000954295407023792,-1.45017097604802,4.23726040663667e-06,0.365978048784679,3.02031716640563
"FBtr0113113",433.633315146139,384.377212937336,427.713055858101,127.773423379894,155.777241565009,149.419487581292,0.000993175366237826,-1.52538410566308,4.66132804967704e-06,0.347387053707606,3.0029740608046
"FBtr0332203",1089.82628238303,1174.73271667605,1114.78053646162,516.130213773989,504.652238827136,418.764316178693,0.000993175366237826,-1.23684545834862,4.7287735898367e-06,0.424299399416987,3.0029740608046
"FBtr0089361",498.799920298698,577.621456880541,505.732061208521,208.886412849052,176.36872978103,186.66653921402,0.000993175366237826,-1.46820806069534,5.0072140375167e-06,0.361430945505068,3.0029740608046
"FBtr0302938",320.741177639327,351.864536657768,376.139774372959,115.746367063838,87.1517009968215,87.8063509068168,0.000993175366237826,-1.86084853415879,5.07757917294225e-06,0.275314302738487,3.0029740608046
"FBtr0332500",1691.94195247005,1811.3174545527,1557.10012317461,801.808440765796,745.815806496664,836.473885448997,0.000993175366237826,-1.08456609161897,4.92324162530868e-06,0.471534066338008,3.0029740608046
"FBtr0087390",729.63161378264,719.663528578389,839.236241798248,343.164501299603,311.668595915034,313.924048631893,0.00109875335559406,-1.23728835163777,5.86676982809328e-06,0.424169163636372,2.95909978558028
"FBtr0090022",2412.60672281409,2648.32967629538,2415.94655847106,1320.96196355224,1229.25640529358,1117.40178230144,0.00103162484821805,-1.02970414631512,5.39237358836996e-06,0.489810584023705,2.98647820577991
"FBtr0306255",1168.94291680562,1297.5700603951,1174.66259724022,580.181241509711,506.546932396205,594.406039775518,0.00110867874336499,-1.11642205031694,6.03528650398465e-06,0.461236295144744,2.95519427909514
"FBtr0087789",212.566097468991,216.042489155414,229.958854698449,75.2612619712404,66.6359882922834,81.7316835341584,0.00113197159891932,-1.56151335184282,6.29862793913069e-06,0.33879550719204,2.94616446942633
"FBtr0079077",129.487704759425,134.697107906391,143.555073699831,46.7453801701812,42.4101475657167,41.8318256560946,0.00109875335559406,-1.63609597872276,5.85530174141705e-06,0.321725907531289,2.95909978558028
"FBtr0085755",376.739643830599,447.023177623043,435.878404217912,82.0990264150688,38.5612869889469,52.3170814784491,0.00116086199664599,-2.93001730659036,6.52462902791136e-06,0.131213011410279,2.93521940615072
"FBtr0078144",4649.50849538082,5621.18656046032,3538.84055822794,858.507022009854,1033.57079524123,936.413989074081,0.00110867874336499,-2.26651111896227,6.04439287918186e-06,0.207831880731738,2.95519427909514
"FBtr0089877",600.625205669685,577.744080857257,570.489748240912,259.443775148147,265.524524980993,300.149112083657,0.00119501559376043,-1.08594656067628,7.09549124446487e-06,0.471083086166955,2.92262642756947
"FBtr0334282",154.662700754374,170.963787909194,182.642762678403,31.2224877728852,15.7937173092866,21.3351731103786,0.00111438866984924,-2.95288655369415,6.13815701693037e-06,0.129149453726852,2.95296331209645
"FBtr0080565",1436.44097637127,1213.64427217691,1473.30616712211,554.896106254803,572.670914810363,615.958178476874,0.00117360164983136,-1.23869883688946,6.76578870291913e-06,0.423754667180516,2.93047928863976
"FBtr0073339",888.596819420619,776.976360064534,986.157311898389,335.56188320303,349.218763515216,320.542839147287,0.00120410556513877,-1.39385149753337,7.33749992656981e-06,0.380547514496871,2.91933543637762
"FBtr0075077",364.683260819966,394.401033140746,301.050833049799,86.7036248166187,82.555982101221,102.590258166152,0.00120410556513877,-1.96021061347401,7.65295945478364e-06,0.25699093681162,2.91933543637762
"FBtr0301915",1826.58034890685,1906.60557064116,1617.56931006866,747.150875684448,875.551342503754,815.618004221936,0.00120410556513877,-1.13404782115386,7.55587336676179e-06,0.455635537072473,2.91933543637762
"FBtr0290076",1339.18445563926,1317.67941209646,1153.9142257209,542.511553363278,631.997885673105,591.363972370819,0.00132851720779779,-1.10924469198595,8.96032289431964e-06,0.463536647230355,2.87663281595959
"FBtr0075204",282.085971570769,330.694985776833,278.198492719169,115.260853579059,105.476227272129,98.1395084656216,0.00148421698792921,-1.48142714793162,1.0844660995436e-05,0.358134361767487,2.82850260190645
"FBtr0110971",143.37332980655,145.518443298593,119.083512797992,24.5029023467929,30.6655871067331,36.5246762025246,0.00144214460546696,-2.17529717336779,1.02788656926228e-05,0.221396270793652,2.84099119023541
"FBtr0307520",1935.77381448307,2218.93638307656,1855.50880131743,932.807170380852,904.968222896877,1028.05545166923,0.00145037727062931,-1.06697095671774,1.04343688534482e-05,0.477320116032893,2.8385190148403
"FBtr0081352",303.658279347478,356.250844450436,305.953093842565,129.162046880352,102.619728567815,106.073782855563,0.00172678787255085,-1.520095403674,1.32964219053208e-05,0.348662859173054,2.76276101011001
"FBtr0309828",924.381726115758,1143.61389808895,906.786142924583,408.697305511512,395.654174347951,412.925712918847,0.00167785336555913,-1.28277225974657,1.27310141833679e-05,0.411004968749619,2.77524599661291
"FBtr0073423",1261.641785918,983.472162468244,1247.23250364223,163.879805143102,304.412693407273,219.047454300817,0.00175283876858207,-2.38478492037187,1.36144873763912e-05,0.191473292699491,2.75625802979065
"FBtr0307289",671.619788113775,794.840906505733,751.407247827224,246.200473228588,251.323781088587,167.090711140956,0.00181709926933221,-1.75860191067528,1.48088688204345e-05,0.295534423625013,2.74062134624972
"FBtr0335024",4612.66498433071,5141.9868446482,3394.2887589328,872.626112186569,1226.7547710281,1054.28589020086,0.00181709926933221,-2.05270635628027,1.47732346225785e-05,0.241031506089745,2.74062134624972
"FBtr0079708",553.636732566054,557.65833394183,634.577449980602,285.826114813445,245.205020381566,280.293895431261,0.00209138255739934,-1.10732660622234,1.82196659395738e-05,0.464153336356617,2.67956651841564
"FBtr0333020",1527.71282731249,1596.53684926847,1915.67723800385,691.933125320308,608.197973957029,501.219499823162,0.00204890812970259,-1.4887889660443,1.75946162929381e-05,0.356311520116308,2.68847751434537
"FBtr0087431",454.993993605838,466.885732230988,466.583598761253,209.28872360705,245.404481998514,192.119391145281,0.00225975175961227,-1.10928646510322,2.07025369164118e-05,0.46352322575884,2.64593926676054
"FBtr0085423",455.888496148444,470.006197700615,469.715424175413,187.13657273146,170.755129838631,232.62807103679,0.00232579189224511,-1.25135070184197,2.15690007992605e-05,0.42005475343779,2.63342914777309
"FBtr0336904",164.923658877105,147.237857066849,183.593358339792,63.393424713262,57.0904905114712,55.7006896677705,0.00234025818986085,-1.48179945005181,2.24923645720664e-05,0.358041953478984,2.63073622624532
"FBtr0304995",1328.08477149931,1283.46795144427,1358.78765978733,759.567537686341,614.463481415067,608.088136086531,0.00219021654305274,-1.009754407301,1.98192931335145e-05,0.496630782918279,2.65951294506683
"FBtr0306107",1360.45416457094,1583.25043902602,1210.42252804281,513.970807000876,618.568579020055,514.868052830663,0.0023013060012575,-1.33113370495274,2.12125777993609e-05,0.397455788673551,2.63802562999638
"FBtr0072967",102.865302143639,111.311541985349,100.870371646875,39.4891811218299,44.457905675476,37.4658684590048,0.0024714050205115,-1.38580010359276,2.47251626377611e-05,0.382677211630389,2.60705607541578
"FBtr0078083",1546.37947306797,1303.79155500868,1413.74572074405,509.712926571942,565.793869638456,692.701614032113,0.00232713614742381,-1.27974198448667,2.17122639653975e-05,0.411869161850917,2.63317820788421
"FBtr0086670",371.033002207735,406.72637287387,374.468610044949,194.950369323276,165.615761021798,193.016385062682,0.00250759266616105,-1.06393657142446,2.61881858994874e-05,0.478325108308861,2.60074300899197
"FBtr0085094",56502.4805015739,64321.6194267583,76416.0196953683,22085.7759079095,14052.7936977563,15149.0759281128,0.00216475224159878,-1.9617749828556,1.92238564620395e-05,0.256712422744062,2.66459180197285
"FBtr0308034",293.596734906756,310.172967045829,275.655241581436,119.407050885712,117.907303347272,144.66740888992,0.00254982663040371,-1.20885674229972,2.75579864129465e-05,0.432611300886999,2.59348934741649
"FBtr0076771",617.484909020564,704.052298350443,696.093691418955,304.240329767049,319.731419542904,242.337717615309,0.00250759266616105,-1.22549602229598,2.63075578878646e-05,0.427650454298592,2.60074300899197
"FBtr0344980",1949.18900580929,2485.85227489056,2125.28374186353,970.458411903691,794.272238909173,709.642324682448,0.00235408323344745,-1.41176684546583,2.27610307527623e-05,0.375851106059024,2.62817818584777
"FBtr0100595",311.209301096263,311.528404629622,341.436480671023,125.892667513121,102.365611979203,144.998387058265,0.00276718340501477,-1.38035655952107,3.07915628024698e-05,0.384123848061568,2.55796205547914
"FBtr0343424",217.967145217863,232.786325813614,214.955549480761,112.768549036607,102.412182224455,98.6385406847323,0.00276750407377698,-1.0874369857134,3.18391226928285e-05,0.470596669107352,2.55791173116557
"FBtr0300599",606.473402862081,494.509199220162,635.266560944366,230.115891041981,240.008815425844,254.790206855584,0.00276718340501477,-1.2534908267433,3.08602922095408e-05,0.419432097113057,2.55796205547914
"FBtr0303756",286.446208803206,309.823686548237,257.204762657592,129.312449492236,133.656641371545,121.788013982716,0.00283097306399533,-1.14852282682507,3.35732529509338e-05,0.451086862059562,2.54806426281923
"FBtr0081484",360.54061835469,379.497412291284,405.629898288849,166.300199739409,128.065757223258,106.698853879162,0.00283412950985125,-1.53166983555253,3.37699784222384e-05,0.345876802986428,2.54758030788933
"FBtr0087621",14262.2652593129,17285.1372989382,12078.7245193096,5751.47502977737,5932.10454508316,5031.17894552944,0.00243575257101056,-1.37259512137653,2.40946747132339e-05,0.386195933549844,2.61336683036693
"FBtr0081354",575.160490820454,662.608976354368,530.077313242906,280.137329014398,247.523707804388,271.940529288858,0.00276750407377698,-1.14117069244567,3.20389833950093e-05,0.453391518281261,2.55791173116557
"FBtr0080838",940.405755583803,1076.1570447722,742.419261068147,275.089461229492,318.601709009833,305.221576126851,0.00276750407377698,-1.60498437614687,3.19583180028851e-05,0.328739250156353,2.55791173116557
"FBtr0332042",904.692428605232,1028.64273791895,819.768095678727,409.338340105432,382.958806551999,458.832011184918,0.00276750407377698,-1.136484382361,3.17829719156443e-05,0.454866665704617,2.55791173116557
"FBtr0087307",1008.10234809529,1180.90164505207,1209.33639962075,499.532278476464,435.20065584477,339.085039075397,0.00276750407377698,-1.42806379491765,3.20428191995311e-05,0.371629312568508,2.55791173116557
"FBtr0080932",343.366896877353,316.88630182875,435.949240984799,110.883943259629,82.0172429989615,116.884915802803,0.00297912792569377,-1.82202652149858,3.78394019310551e-05,0.282823416435417,2.52591084749659
"FBtr0310438",237.774446085596,266.469870928304,264.279928484085,131.758844047336,121.551922212449,117.075905301804,0.00305947865584592,-1.05199473033473,4.04101553576772e-05,0.482300853966812,2.51435257226981
"FBtr0084054",28.2012140935001,26.4909211440997,25.6782301952854,5.29129415366516,6.77560002903169,8.71677366342905,0.00293516166681851,-2.00270474170366,3.61768592940939e-05,0.249531743055977,2.53236797309658
"FBtr0299967",164.291940922198,167.524063596707,170.22369321277,85.0913365680889,82.6903664225424,81.4762532607782,0.00316364657715092,-1.01123230049582,4.30307144598989e-05,0.49612229607605,2.49981203913336
"FBtr0333662",552.19756020039,746.844261058234,511.110659142087,187.78477029043,132.462807528066,140.583429662635,0.00309290393386481,-1.97351188096578,4.10254793385845e-05,0.254632437282743,2.50963356904963
"FBtr0088996",601.126899196728,545.814471275237,710.715433004451,252.144877883394,259.713576493058,286.258333256331,0.00299871197555995,-1.21258901782507,3.92367846611113e-05,0.43149357482956,2.52306524595506
"FBtr0085382",25.8218266329444,30.227621384578,23.0687889505909,7.07539697625375,7.4620150110941,6.61580919461751,0.00299474212466267,-1.86699458184778,3.83768662557941e-05,0.274143926713648,2.52364056848594
"FBtr0112920",23.4878685210719,23.2352901694235,23.3492437335279,8.01988551982146,8.47182226263594,8.54215335505745,0.00316364657715092,-1.47391735463841,4.29110955807811e-05,0.360003451979509,2.49981203913336
"FBtr0310034",134.51163287865,139.496674943648,121.824923030455,61.6384053289839,57.7999520139213,58.2318108366338,0.00347829708938982,-1.15740089094958,5.06339335741887e-05,0.448319485102185,2.45863332665408
"FBtr0082139",291.065175748641,269.060504024016,229.411891157215,45.1832149043904,73.0898128910154,82.2143729090392,0.00349336390604971,-2.01786849596498,5.15737759727145e-05,0.246922721749363,2.45675617125976
"FBtr0113011",221.019947160726,287.505430197468,201.132525578862,82.2309985690869,63.3273599829327,65.5987832416694,0.00349336390604971,-1.73595768529434,5.24695544743699e-05,0.300209661987304,2.45675617125976
"FBtr0306244",299.407135294492,273.188461645018,292.447462355219,104.714574221154,101.92040855974,142.938644727086,0.00349336390604971,-1.32352138215754,5.2124775836061e-05,0.399558490810745,2.45675617125976
"FBtr0303445",31.0332178758918,31.2506826024441,28.621958963815,11.2594241522575,11.7951919545304,11.8906083570824,0.00346577954685097,-1.41246469517857,5.00621258734655e-05,0.375669346121344,2.46019906557798
"FBtr0305668",457.826096548541,423.16234636351,400.545659068336,188.831589781852,216.92541157401,231.845374838603,0.00349336390604971,-1.01231832911017,5.19735784319366e-05,0.495748966823552,2.45675617125976
"FBtr0345487",153.709321153754,171.34300897202,135.390531479168,49.2440439683386,62.0361119304337,43.1980816480606,0.00363472230051947,-1.59081811228296,5.69968256432628e-05,0.331983141718032,2.43952876443605
"FBtr0303994",90.3488748643864,88.3913410757882,76.5817191749828,23.1530111033045,34.7446696719026,25.5958191485919,0.00369447578555998,-1.63684906157786,5.93873693047523e-05,0.321558011314307,2.43244717556134
"FBtr0334309",420.007200987324,339.17409419161,411.938039226712,71.0257825732365,138.960615809279,87.0835649863575,0.00367722469546561,-2.03317505516821,5.8092372426554e-05,0.244316794649434,2.43447983191538
"FBtr0081958",49.3320227282198,38.3342864199558,51.6330711147521,2.55061879480298,7.51470326541336,5.71652925640055,0.00363513236418119,-3.30487141005753,5.7207568680909e-05,0.101189295846125,2.43947977077829
"FBtr0332046",804.279984886667,839.030727934909,747.201270268771,354.697501555405,364.330350633367,461.145089234821,0.00349336390604971,-1.02728958454104,5.3209398524026e-05,0.490631040269845,2.45675617125976
"FBtr0112532",107.402310191838,76.6793354216206,119.064858827717,4.65231444411683,13.4342417806968,11.6937997533593,0.00375768942351908,-3.48979285759713,6.27977725491389e-05,0.0890159172280707,2.42507911758987
"FBtr0089359",330.571657267806,273.863111168539,276.257490338247,63.002622333838,96.2377407801157,108.481835444461,0.00385407513795851,-1.75448255383605,6.68593639142304e-05,0.296379475018729,2.41407982271568
"FBtr0336616",506.483833502133,688.862353179741,523.823409743731,228.19754686992,188.263247183917,163.06566743084,0.00375768942351908,-1.56756574108987,6.3017173053992e-05,0.337377170632242,2.42507911758987
"FBtr0085209",256.415332355836,236.099653433853,308.306788117298,109.672912985135,104.397428436879,121.511709436712,0.00407550979128985,-1.25317621798788,7.28424074657246e-05,0.419523572716221,2.38981805914573
"FBtr0310647",1176.96423465921,1544.60512127791,1145.75526799463,494.866729118344,389.515517174699,304.357387697157,0.00370355375097137,-1.71656219345493,5.974145270508e-05,0.304272911637745,2.43138134789888
"FBtr0303387",26237.2783956869,30087.7222921511,22639.9851796036,14041.3755315861,12151.185986807,12289.6097639147,0.00342593387939226,-1.03082556381064,4.91014579161998e-05,0.489429998579368,2.46522102318376
"FBtr0081004",148.938117964509,156.168922411433,160.589588118346,77.3883380458365,75.0517260608809,62.9983623732133,0.00424804569463216,-1.11416595202769,7.80750304712632e-05,0.461958144500441,2.37181082035882
"FBtr0336620",110.942337851404,106.746418388973,101.679761305312,41.4931038554181,39.4956401195324,51.9455271924434,0.00428118486814563,-1.28094680523438,7.94255775629654e-05,0.411525346040617,2.36843601825725
"FBtr0299526",381.417780065957,399.827729752666,310.373600141619,149.120705000034,174.191446279141,152.150461939451,0.00413713422958428,-1.19484400248958,7.48739445776831e-05,0.436833679896144,2.3833003881637
"FBtr0343580",685.315539699825,871.252349718739,675.745275499565,344.078650201634,328.718374858959,274.937601853081,0.00388617641808387,-1.23222461949299,6.79294551497349e-05,0.425660575760603,2.41047748792017
"FBtr0335012",857.288345845951,920.58607761576,726.652915491458,350.081358165616,424.46091879665,412.546970112064,0.00385407513795851,-1.07588267242132,6.68526333424532e-05,0.474380735147824,2.41407982271568
"FBtr0308631",370.257396148555,392.465604348535,300.381722342048,107.084422495846,152.073365599828,134.39358348951,0.00428118486814563,-1.43983168142283,7.98872176385088e-05,0.36861030741181,2.36843601825725
"FBtr0308253",1397.75686420713,1654.69516903456,1407.55331834049,826.283480416055,760.227238420966,643.807009170731,0.00375768942351908,-1.00345830790959,6.19292811615421e-05,0.498802877206045,2.42507911758987
"FBtr0081008",383.632584576398,307.019537882599,360.044136282668,158.342392489513,172.766477608334,175.920814073277,0.00431045202266131,-1.04882093120528,8.0917883069294e-05,0.483363040327809,2.36547718444393
"FBtr0087004",422.401446064476,510.840479618297,473.401858803714,223.801817887422,173.939117871294,230.372750018181,0.00425786874558344,-1.16710576048003,7.84948824500544e-05,0.44531380423007,2.37080773039122
"FBtr0332529",1228.26391174015,1495.83758637013,1468.33045080716,709.020366855678,545.146335314336,693.063070908928,0.00382678315247024,-1.11051308458507,6.55670497561208e-05,0.463129292899988,2.41716614669993
"FBtr0273370",2002.81247076788,2638.09088256477,1896.36166317109,916.667957702417,941.112853869368,762.048496323752,0.00376347079734246,-1.31030816370756,6.34578034623841e-05,0.403234738340182,2.42441144952535
"FBtr0329957",985.382296398928,1167.25384846653,1283.39265243182,578.381771942738,440.763755294847,438.67864652639,0.00414222194757533,-1.23988693476021,7.52309219058518e-05,0.423405837557327,2.38276663455295
"FBtr0082158",140.056971265356,108.0786887148,129.690754970096,27.3026148137247,43.130072005072,42.50438478169,0.00485355635615302,-1.75894671820265,0.000100115511618039,0.295463798638805,2.31393992328222
"FBtr0302592",321.698217052905,349.00993741046,273.122372133558,133.778378711879,124.815866386945,156.199719978708,0.00474219508488118,-1.18353938862697,9.48865473368761e-05,0.440270050012726,2.32402058394183
