target_id	length	eff_length	est_counts	tpm
FBtr0304826	8410	8232.12	0	0
FBtr0433495	8302	8124.12	0.000844889	1.62175e-05
FBtr0433493	8251	8073.12	3.07376	0.0593731
FBtr0300808	2019	1841.12	0	0
FBtr0300809	4061	3883.12	0	0
FBtr0301700	4064	3886.12	0	0
FBtr0072287	5108	4930.12	927	29.3213
FBtr0343633	2816	2638.12	135.463	8.00731
FBtr0074281	2640	2462.12	1186.94	75.1762
FBtr0343632	2730	2552.12	69.4086	4.24105
FBtr0074279	3898	3720.12	973.951	40.8264
FBtr0074280	3895	3717.12	54.2397	2.27547
FBtr0072238	1035	857.115	0	0
FBtr0308073	1317	1139.12	13.1246	1.79672
FBtr0082360	764	586.153	298.711	79.4694
FBtr0082361	1024	846.115	6.16474	1.13618
FBtr0079938	1428	1250.12	21	2.61957
FBtr0077227	1279	1101.12	612.845	86.7917
FBtr0091702	1278	1100.12	11.1555	1.58128
FBtr0074882	2425	2247.12	281.863	19.5602
FBtr0332153	3588	3410.12	58.6434	2.6817
FBtr0310476	2042	1864.12	115.948	9.69951
FBtr0100666	2416	2238.12	73.334	5.10956
FBtr0332726	2033	1855.12	22.2125	1.86718
FBtr0080287	1089	911.115	100.984	17.2839
FBtr0309307	5887	5709.12	0	0
FBtr0300898	5037	4859.12	0	0
FBtr0080024	1050	872.115	39.1898	7.00744
FBtr0077389	2263	2085.12	1272	95.13
FBtr0290204	1958	1780.12	0	0
FBtr0086689	848	670.153	87.044	20.2547
FBtr0306636	1574	1396.12	127.825	14.2776
FBtr0086687	1472	1294.12	211.384	25.4718
FBtr0086690	2195	2017.12	0	0
FBtr0086686	1532	1354.12	0	0
FBtr0340359	2225	2047.12	35.7272	2.72156
FBtr0301148	981	803.115	405.848	78.8036
FBtr0086684	908	730.115	0	0
FBtr0306637	2237	2059.12	0.0177032	0.0013407
FBtr0301149	1514	1336.12	9.15437	1.06843
FBtr0086600	1106	928.115	14.1022	2.36943
FBtr0331978	1118	940.115	132.898	22.0444
FBtr0078769	621	443.153	12820	4511.23
FBtr0070712	1878	1700.12	9	0.825515
FBtr0343263	1108	930.115	0	0
FBtr0343264	928	750.115	0	0
FBtr0072024	920	742.115	0	0
FBtr0113111	979	801.115	0	0
FBtr0333452	4664	4486.12	10.6238	0.369293
FBtr0333450	3996	3818.12	6.37618	0.260419
FBtr0333451	4043	3865.12	7.70007e-07	3.10665e-08
FBtr0300831	4092	3914.12	0	0
FBtr0076303	1640	1462.12	50.5279	5.38902
FBtr0076302	1655	1477.12	0.0355799	0.00375622
FBtr0076301	2049	1871.12	546.437	45.5407
FBtr0077098	1123	945.115	544.638	89.8636
FBtr0070552	1047	869.115	0	0
FBtr0075818	1346	1168.12	209	27.9011
FBtr0088789	1908	1730.12	53	4.77707
FBtr0304960	503	325.175	0	0
FBtr0075249	843	665.153	0	0
FBtr0084104	1804	1626.12	2312	221.716
FBtr0336911	2177	1999.12	106.703	8.32338
FBtr0088974	1597	1419.12	225.254	24.7523
FBtr0100360	4963	4785.12	0	0
FBtr0110880	2920	2742.12	0	0
FBtr0334105	2225	2047.12	0	0
FBtr0301185	2946	2768.12	0	0
FBtr0110881	4262	4084.12	97	3.70369
FBtr0336928	1138	960.115	0	0
FBtr0072107	995	817.115	0	0
FBtr0085786	2956	2778.12	272.189	15.2785
FBtr0085785	3082	2904.12	0	0
FBtr0334549	2894	2716.12	26.8112	1.53932
FBtr0334550	3020	2842.12	0	0
FBtr0340191	4545	4367.12	2.51892e-06	8.99457e-08
FBtr0073848	4477	4299.12	1884	68.338
FBtr0078387	3371	3193.12	204.56	9.99004
FBtr0087487	2027	1849.12	193	16.2762
FBtr0083735	2688	2510.12	0	0
FBtr0332539	2448	2270.12	0	0
FBtr0077790	977	799.115	0	0
FBtr0331440	941	763.115	0	0
FBtr0331439	971	793.115	0	0
FBtr0082634	1746	1568.12	191	18.994
FBtr0079612	1320	1142.12	42	5.73456
FBtr0087980	1799	1621.12	0	0
FBtr0087979	1558	1380.12	0	0
FBtr0072044	1063	885.115	0	0
FBtr0343206	1072	894.115	0	0
FBtr0072043	1160	982.115	0	0
FBtr0075225	1132	954.115	1	0.163441
FBtr0112489	446	268.19	16	9.30331
FBtr0339263	740	562.153	0	0
FBtr0301018	2276	2098.12	25	1.85811
FBtr0302526	640	462.153	12.4094	4.1872
FBtr0100009	3280	3102.12	99	4.97666
FBtr0089901	2338	2160.12	0	0
FBtr0089902	1803	1625.12	0	0
FBtr0300562	2617	2439.12	114.158	7.29853
FBtr0089900	2125	1947.12	0	0
FBtr0089904	2355	2177.12	0	0
FBtr0301521	2467	2289.12	0	0
FBtr0089905	2568	2390.12	61.8418	4.03482
FBtr0345390	5214	5036.12	12.4966	0.386951
FBtr0331425	3556	3378.12	101.351	4.67856
FBtr0332155	4408	4230.12	39.1527	1.44334
FBtr0075014	3541	3363.12	0.000144114	6.6823e-06
FBtr0078874	603	425.153	0	0
FBtr0083452	2975	2797.12	258.92	14.4349
FBtr0302317	2262	2084.12	304.08	22.7524
FBtr0333248	2543	2365.12	0	0
FBtr0114524	2411	2233.12	2	0.139662
FBtr0273385	6171	5993.12	56.2385	1.46333
FBtr0339307	6637	6459.12	52.0534	1.25672
FBtr0273384	6439	6261.12	216.708	5.39739
FBtr0082117	3807	3629.12	139.551	5.99645
FBtr0082116	6303	6125.12	88.3416	2.24911
FBtr0082118	4671	4493.12	133.107	4.6197
FBtr0085011	1569	1391.12	0	0
FBtr0081174	4145	3967.12	0	0
FBtr0081175	3934	3756.12	0	0
FBtr0303241	4041	3863.12	42.5538	1.71776
FBtr0081176	3893	3715.12	0	0
FBtr0305129	2997	2819.12	203.672	11.2662
FBtr0339156	2994	2816.12	46.328	2.56539
FBtr0339157	2988	2810.12	0	0
FBtr0071784	2049	1871.12	0	0
FBtr0071785	1989	1811.12	799	68.7957
FBtr0089148	3050	2872.12	46.4208	2.52041
FBtr0089147	2773	2595.12	5.40721e-07	3.2492e-08
FBtr0089150	2762	2584.12	0	0
FBtr0089146	2709	2531.12	12.379	0.762667
FBtr0308247	2614	2436.12	708.108	45.3276
FBtr0089149	2840	2662.12	41.092	2.40708
FBtr0302559	2531	2353.12	0	0
FBtr0346506	2597	2419.12	0	0
FBtr0302190	3048	2870.12	24.5799	1.33549
FBtr0086145	3054	2876.12	187.42	10.1618
FBtr0306281	375	197.19	0	0
FBtr0306280	392	214.19	0	0
FBtr0306258	4812	4634.12	42.5148	1.43065
FBtr0073119	3828	3650.12	1573.82	67.2373
FBtr0073120	4106	3928.12	926.12	36.7658
FBtr0073118	4763	4585.12	1866.93	63.4947
FBtr0337055	3442	3264.12	278.244	13.2929
FBtr0333895	3491	3313.12	1361.84	64.0988
FBtr0337056	4046	3868.12	443.532	17.8808
FBtr0077442	1411	1233.12	52	6.57598
FBtr0076018	1266	1088.12	19.2642	2.76081
FBtr0076017	963	785.115	43.7358	8.68689
FBtr0339781	3357	3179.12	0	0
FBtr0070778	3093	2915.12	0	0
FBtr0344824	2804	2626.12	0	0
FBtr0345292	830	652.153	98.5361	23.5617
FBtr0070983	837	659.153	77.6647	18.3738
FBtr0070982	1100	922.115	7.4804	1.26503
FBtr0070981	941	763.115	427.138	87.2848
FBtr0070980	854	676.115	22509.2	5191.58
FBtr0307300	2919	2741.12	222.632	12.6654
FBtr0113024	3030	2852.12	27.228	1.48871
FBtr0332600	2913	2735.12	0	0
FBtr0083414	2815	2637.12	328.439	19.4217
FBtr0337043	3789	3611.12	3.56074	0.153766
FBtr0077516	1338	1160.12	0	0
FBtr0112524	1274	1096.12	15	2.13401
FBtr0089233	3691	3513.12	67.2041	2.98307
FBtr0334626	3376	3198.12	23.6278	1.1521
FBtr0310651	3526	3348.12	72.14	3.35998
FBtr0089229	3501	3323.12	532.028	24.966
FBtr0082920	981	803.115	0	0
FBtr0077386	1734	1556.12	209.113	20.9556
FBtr0071106	2301	2123.12	0	0
FBtr0070937	2201	2023.12	1074.44	82.8173
FBtr0070938	2487	2309.12	1480.56	99.9866
FBtr0070397	1267	1089.12	9	1.28863
FBtr0074346	819	641.153	0	0
FBtr0071471	1606	1428.12	0	0
FBtr0330316	1609	1431.12	0	0
FBtr0074918	1253	1075.12	111	16.1001
FBtr0072124	2163	1985.12	281	22.074
FBtr0071683	1189	1011.12	470	72.4866
FBtr0077403	1061	883.115	0	0
FBtr0113021	1089	911.115	0	0
FBtr0077402	1231	1053.12	0	0
FBtr0077401	1011	833.115	8	1.49743
FBtr0300280	1584	1406.12	1	0.110902
FBtr0346378	3461	3283.12	0	0
FBtr0074809	2896	2718.12	446.052	25.5905
FBtr0335137	3353	3175.12	6.94774	0.341228
FBtr0346141	373	195.19	3.86558	3.08828
FBtr0085611	272	94.2014	11.1344	18.4319
FBtr0074029	585	407.153	0	0
FBtr0075388	1505	1327.12	0	0
FBtr0343534	2295	2117.12	2	0.147315
FBtr0086001	1762	1584.12	2	0.196881
FBtr0321315	1239	1061.12	0	0
FBtr0333037	2846	2668.12	24.4781	1.43065
FBtr0075724	2737	2559.12	86.2542	5.25595
FBtr0075723	2084	1906.12	6.26765	0.512762
FBtr0342770	3744	3566.12	0.0417219	0.00182444
FBtr0070420	3766	3588.12	2418.96	105.129
FBtr0342771	3838	3660.12	0	0
FBtr0333323	2883	2705.12	2.04539e-06	1.1791e-07
FBtr0333322	2930	2752.12	32.2227	1.82581
FBtr0074137	2347	2169.12	0.00226841	0.00016308
FBtr0074135	2386	2208.12	792.775	55.9872
FBtr0308136	1697	1519.12	0	0
FBtr0080237	698	520.153	0	0
FBtr0300638	3446	3268.12	0.666667	0.0318106
FBtr0073729	466	288.175	85.8462	46.4542
FBtr0084836	743	565.153	80	22.0742
FBtr0082430	1248	1070.12	9.32875	1.35942
FBtr0335211	1142	964.115	110.671	17.9006
FBtr0076857	1307	1129.12	2	0.276218
FBtr0300424	902	724.115	6	1.29212
FBtr0083860	1793	1615.12	22.143	2.13793
FBtr0302327	1744	1566.12	1297.63	129.208
FBtr0083861	1877	1699.12	173.224	15.8981
FBtr0083086	1479	1301.12	138.111	16.5529
FBtr0334589	2552	2374.12	45.4136	2.98294
FBtr0091874	595	417.153	1.88338	0.704048
FBtr0073935	992	814.115	0	0
FBtr0073300	818	640.153	0	0
FBtr0073299	2460	2282.12	0	0
FBtr0088841	1522	1344.12	36.8567	4.27603
FBtr0088842	1468	1290.12	465.696	56.2904
FBtr0345599	2094	1916.12	0	0
FBtr0070422	1749	1571.12	4	0.39702
FBtr0342772	681	503.153	0	0
FBtr0070421	1547	1369.12	1	0.113899
FBtr0333023	2495	2317.12	0	0
FBtr0075579	1678	1500.12	2	0.207905
FBtr0072248	2815	2637.12	0	0
FBtr0345620	2931	2753.12	0	0
FBtr0072247	2800	2622.12	0	0
FBtr0072253	1306	1128.12	0	0
FBtr0343432	1090	912.115	173	29.5772
FBtr0073127	1478	1300.12	0.00176991	0.00021229
FBtr0073128	1471	1293.12	1.99823	0.240973
FBtr0079458	1541	1363.12	0	0
FBtr0079460	1595	1417.12	9.74856	1.07274
FBtr0079462	1526	1348.12	0	0
FBtr0079461	1505	1327.12	0	0
FBtr0079459	1585	1407.12	3.25144	0.360335
FBtr0081997	1156	978.115	287.122	45.7759
FBtr0081996	1257	1079.12	27.1625	3.9252
FBtr0336761	1233	1055.12	91.7158	13.5552
FBtr0336637	3026	2848.12	0	0
FBtr0300693	1964	1786.12	0	0
FBtr0336636	3290	3112.12	3.52248	0.176504
FBtr0071797	3770	3592.12	0	0
FBtr0336638	1523	1345.12	1.47752	0.17129
FBtr0087382	5033	4855.12	887.145	28.4941
FBtr0339998	5235	5057.12	25.0352	0.771986
FBtr0301478	2790	2612.12	541.727	32.3407
FBtr0089521	2653	2475.12	45.7022	2.8794
FBtr0306351	2221	2043.12	8.06725	0.615734
FBtr0306350	2503	2325.12	25.1876	1.68929
FBtr0330046	2653	2475.12	45.7022	2.8794
FBtr0301477	4782	4604.12	42.6134	1.44331
FBtr0300224	1562	1384.12	0	0
FBtr0114515	1508	1330.12	0	0
FBtr0087406	329	151.201	0	0
FBtr0072888	2130	1952.12	0	0
FBtr0085859	1170	992.115	0	0
FBtr0334894	6412	6234.12	2101.26	52.5613
FBtr0084460	6624	6446.12	182.437	4.41343
FBtr0304567	3987	3809.12	330.299	13.5221
FBtr0070907	2510	2332.12	2252	150.584
FBtr0070906	2636	2458.12	0	0
FBtr0305911	1961	1783.12	72.9081	6.37613
FBtr0289953	2161	1983.12	111.539	8.7708
FBtr0305910	2015	1837.12	53.5529	4.54577
FBtr0088312	1656	1478.12	3.47024	0.36611
FBtr0088313	2297	2119.12	9.32189	0.685977
FBtr0088311	2351	2173.12	0	0
FBtr0304592	2591	2413.12	8.20787	0.530412
FBtr0088882	1935	1757.12	920	81.6485
FBtr0079894	2382	2204.12	359.62	25.4431
FBtr0331635	2356	2178.12	59.2337	4.24081
FBtr0345615	2623	2445.12	60.8958	3.88373
FBtr0071338	3399	3221.12	4649	225.068
FBtr0334508	4486	4308.12	0	0
FBtr0085746	3506	3328.12	1	0.0468557
FBtr0085085	1541	1363.12	346.669	39.6591
FBtr0085084	2075	1897.12	4.33088	0.355995
FBtr0079304	905	727.115	0	0
FBtr0079732	925	747.115	0	0
FBtr0071108	3145	2967.12	0	0
FBtr0340139	3231	3053.12	0	0
FBtr0071107	3426	3248.12	1071.23	51.4293
FBtr0340138	4238	4060.12	61.7725	2.37256
FBtr0309839	4403	4225.12	0	0
FBtr0309836	4378	4200.12	0	0
FBtr0309837	3952	3774.12	139.594	5.76781
FBtr0073144	4107	3929.12	4491.2	178.25
FBtr0309838	4006	3828.12	44.2037	1.80067
FBtr0075152	2917	2739.12	522.73	29.7596
FBtr0300092	607	429.153	0	0
FBtr0073892	1096	918.115	0	0
FBtr0343143	1534	1356.12	0	0
FBtr0332630	1663	1485.12	41.1032	4.31595
FBtr0332631	1364	1186.12	419.407	55.1404
FBtr0332632	5997	5819.12	420.765	11.2757
FBtr0301268	1587	1409.12	6	0.663996
FBtr0085909	2020	1842.12	5	0.423266
FBtr0080763	2304	2126.12	281	20.6101
FBtr0086733	1297	1119.12	206	28.7047
FBtr0087262	852	674.115	588	136.02
FBtr0303232	702	524.153	5	1.48755
FBtr0344155	6716	6538.12	311.339	7.42577
FBtr0070316	6065	5887.12	1270.66	33.658
FBtr0344279	6745	6567.12	2	0.0474915
FBtr0076133	3030	2852.12	0	0
FBtr0082259	2901	2723.12	833	47.7023
FBtr0079708	1718	1540.12	355.154	35.9604
FBtr0330181	847	669.153	0	0
FBtr0074894	650	472.153	315	104.037
FBtr0082726	2913	2735.12	56.2734	3.2084
FBtr0331429	2603	2425.12	0	0
FBtr0331428	2948	2770.12	111.016	6.24956
FBtr0082727	2606	2428.12	62.7146	4.02773
FBtr0301219	3098	2920.12	85.9958	4.59238
FBtr0088166	1239	1061.12	0	0
FBtr0310646	1830	1652.12	13.0084	1.22784
FBtr0073730	1370	1192.12	1439.99	188.366
FBtr0079724	633	455.153	36.2435	12.4175
FBtr0346454	899	721.115	8.13405	1.75899
FBtr0100541	611	433.153	17729.6	6382.9
FBtr0343865	1567	1389.12	0	0
FBtr0079324	1294	1116.12	0	0
FBtr0079598	1156	978.115	306.217	48.8202
FBtr0081220	1093	915.115	3.04582e-05	5.19026e-06
FBtr0300823	1159	981.115	14.1017	2.24137
FBtr0081221	1054	876.115	94.0847	16.7463
FBtr0310645	979	801.115	94.0009	18.2977
FBtr0081219	1084	906.115	11.8127	2.03294
FBtr0075314	465	287.175	124	67.3342
FBtr0070136	2103	1925.12	222	17.9828
FBtr0070137	2193	2015.12	0	0
FBtr0070135	2124	1946.12	0.000162765	1.30423e-05
FBtr0076688	2391	2213.12	399.848	28.1742
FBtr0346546	2609	2431.12	11.1519	0.715326
FBtr0302935	3103	2925.12	213.105	11.3609
FBtr0082329	3115	2937.12	148.895	7.9053
FBtr0344017	5279	5101.12	0	0
FBtr0091678	6366	6188.12	367.654	9.26492
FBtr0344016	5395	5217.12	28.1229	0.8406
FBtr0342985	4422	4244.12	213.018	7.82691
FBtr0071815	4360	4182.12	654.742	24.4138
FBtr0071816	4190	4012.12	0	0
FBtr0071813	4216	4038.12	8544.47	329.964
FBtr0342986	4124	3946.12	9.65643	0.381599
FBtr0071814	4255	4077.12	120.083	4.59291
FBtr0083049	682	504.153	207	64.0277
FBtr0079593	751	573.153	12.8791	3.50409
FBtr0332415	1011	833.115	33.6077	6.29064
FBtr0345640	3934	3756.12	25.0408	1.03961
FBtr0077562	3784	3606.12	1527.96	66.0743
FBtr0085387	5031	4853.12	228.997	7.35818
FBtr0085386	4880	4702.12	355.003	11.7733
FBtr0085614	355	177.201	13.3121	11.715
FBtr0303924	5093	4915.12	6	0.190361
FBtr0303923	5120	4942.12	0	0
FBtr0300811	4420	4242.12	486	17.8655
FBtr0340626	2866	2688.12	0	0
FBtr0340627	2995	2817.12	0	0
FBtr0340628	2870	2692.12	0	0
FBtr0087784	1976	1798.12	2171.4	188.314
FBtr0332882	2246	2068.12	0	0
FBtr0339391	1899	1721.12	270.599	24.5176
FBtr0084095	7188	7010.12	54.7045	1.21691
FBtr0343807	7002	6824.12	0	0
FBtr0343805	4551	4373.12	269.32	9.6037
FBtr0343806	4719	4541.12	504.975	17.3408
FBtr0086801	711	533.153	6	1.75493
FBtr0344145	6340	6162.12	0	0
FBtr0100454	3868	3690.12	0	0
FBtr0082255	6557	6379.12	0	0
FBtr0082256	4226	4048.12	1	0.0385219
FBtr0100455	2462	2284.12	0	0
FBtr0088783	1907	1729.12	549	49.5118
FBtr0301333	1977	1799.12	0.102213	0.00885943
FBtr0332689	1974	1796.12	0.897787	0.0779471
FBtr0086107	5316	5138.12	1772	53.78
FBtr0072159	694	516.153	5	1.51061
FBtr0076218	2574	2396.12	106.53	6.93308
FBtr0076219	2478	2300.12	590.47	40.0321
FBtr0113346	1241	1063.12	0	0
FBtr0100083	570	392.153	0	0
FBtr0079765	644	466.153	0	0
FBtr0071734	1182	1004.12	0	0
FBtr0071191	1056	878.115	67.3642	11.963
FBtr0345988	1286	1108.12	9.63578	1.35601
FBtr0071902	1064	886.115	10.4563	1.84012
FBtr0332909	904	726.115	229.544	49.297
FBtr0078892	1301	1123.12	3386	470.136
FBtr0073061	323	145.201	0	0
FBtr0081973	1959	1781.12	0	0
FBtr0333190	1343	1165.12	1	0.133842
FBtr0072990	764	586.153	133	35.3835
FBtr0076205	2178	2000.12	8.98941	0.700869
FBtr0076204	2232	2054.12	156.011	11.8438
FBtr0081487	2064	1886.12	435.832	36.0339
FBtr0331678	2435	2257.12	12.1677	0.840653
FBtr0086674	751	573.153	765	208.138
FBtr0113686	2779	2601.12	27	1.61869
FBtr0113685	2706	2528.12	0	0
FBtr0072069	2783	2605.12	20.848	1.24795
FBtr0072067	2762	2584.12	16.4681	0.993786
FBtr0072070	2827	2649.12	279.174	16.4337
FBtr0332926	2655	2477.12	40.6362	2.55816
FBtr0072068	2775	2597.12	59.7183	3.58572
FBtr0072066	2608	2430.12	0.15551	0.00997913
FBtr0087059	1547	1369.12	972	110.71
FBtr0074966	4094	3916.12	398.085	15.8519
FBtr0333896	4347	4169.12	65.9149	2.46547
FBtr0302288	1725	1547.12	0	0
FBtr0086613	5546	5368.12	26	0.755287
FBtr0091795	4018	3840.12	7.09881	0.288271
FBtr0300891	3895	3717.12	0.421624	0.017688
FBtr0091794	5531	5353.12	1.7326	0.0504723
FBtr0091793	5663	5485.12	1.4595	0.0414934
FBtr0300892	5540	5362.12	0.194457	0.00565521
FBtr0091792	3886	3708.12	9.9009	0.416373
FBtr0301734	675	497.153	72	22.5841
FBtr0342889	1080	902.115	24.0561	4.15838
FBtr0071618	1141	963.115	78.9439	12.7821
FBtr0344856	10063	9885.12	0	0
FBtr0329838	8191	8013.12	10.6033	0.206349
FBtr0329840	7444	7266.12	0	0
FBtr0332236	5661	5483.12	23.7587	0.675704
FBtr0329844	5383	5205.12	152.689	4.57443
FBtr0329839	5484	5306.12	52.5358	1.54397
FBtr0329842	8096	7918.12	0	0
