target_id	length	eff_length	est_counts	tpm
FBtr0302357	2296	2122.68	0	0
FBtr0302356	2428	2254.68	0	0
FBtr0340571	3830	3656.68	0	0
FBtr0340572	3825	3651.68	0	0
FBtr0080267	3305	3131.68	0	0
FBtr0077141	787	613.676	0	0
FBtr0306593	981	807.676	0	0
FBtr0081719	1938	1764.68	985	82.2165
FBtr0071549	1655	1481.68	314	31.2151
FBtr0308832	1068	894.676	54.3488	8.94771
FBtr0308833	2043	1869.68	371.669	29.2804
FBtr0074921	2263	2089.68	113.982	8.03427
FBtr0073011	1996	1822.68	1	0.0808124
FBtr0112378	450	276.676	0	0
FBtr0342602	1596	1422.68	0	0
FBtr0080326	1217	1043.68	612.371	86.4245
FBtr0085405	675	501.676	613	179.98
FBtr0339295	331	157.698	0	0
FBtr0300316	205	33.9225	0	0
FBtr0300904	2130	1956.68	0	0
FBtr0081633	2196	2022.68	0	0
FBtr0300905	2052	1878.68	0	0
FBtr0335279	1234	1060.68	0	0
FBtr0335281	1199	1025.68	0	0
FBtr0290216	733	559.676	0	0
FBtr0335280	740	566.676	0	0
FBtr0077120	1711	1537.68	191.764	18.3692
FBtr0081676	887	713.676	0	0
FBtr0076639	2093	1919.68	3	0.230187
FBtr0079280	1148	974.676	0	0
FBtr0304827	5797	5623.68	18.3501	0.480623
FBtr0433494	6405	6231.68	0	0
FBtr0333832	6581	6407.68	0	0
FBtr0433497	5654	5480.68	9.2478	0.248537
FBtr0333833	6118	5944.68	0	0
FBtr0433496	5848	5674.68	0.000288857	7.49773e-06
FBtr0304826	8410	8236.68	0	0
FBtr0433495	8302	8128.68	0.00295018	5.34585e-05
FBtr0433493	8251	8077.68	6.58028	0.11999
FBtr0300808	2019	1845.68	0	0
FBtr0300809	4061	3887.68	0	0
FBtr0301700	4064	3890.68	0	0
FBtr0072287	5108	4934.68	1027	30.6549
FBtr0343633	2816	2642.68	31.2325	1.74081
FBtr0074281	2640	2466.68	1202.09	71.7813
FBtr0343632	2730	2556.68	47.2709	2.72337
FBtr0074279	3898	3724.68	924.41	36.5564
FBtr0074280	3895	3721.68	0	0
FBtr0072238	1035	861.676	0	0
FBtr0308073	1317	1143.68	12.7903	1.64728
FBtr0082360	764	590.676	340.21	84.837
FBtr0082361	1024	850.676	0	0
FBtr0079938	1428	1254.68	25	2.93492
FBtr0077227	1279	1105.68	653.501	87.0575
FBtr0091702	1278	1104.68	16.9989	2.26659
FBtr0074882	2425	2251.68	292.571	19.1387
FBtr0332153	3588	3414.68	46.9775	2.02641
FBtr0310476	2042	1868.68	136.893	10.7903
FBtr0100666	2416	2242.68	57.6427	3.78586
FBtr0332726	2033	1859.68	18.9162	1.49825
FBtr0080287	1089	915.676	99.8836	16.0672
FBtr0309307	5887	5713.68	0	0
FBtr0300898	5037	4863.68	0	0
FBtr0080024	1050	876.676	51.0189	8.57195
FBtr0077389	2263	2089.68	1257	88.6021
FBtr0290204	1958	1784.68	0	0
FBtr0086689	848	674.676	166.441	36.3373
FBtr0306636	1574	1400.68	177.124	18.6263
FBtr0086687	1472	1298.68	79.3932	9.00472
FBtr0086690	2195	2021.68	0	0
FBtr0086686	1532	1358.68	0	0
FBtr0340359	2225	2051.68	0	0
FBtr0301148	981	807.676	445.212	81.1929
FBtr0086684	908	734.676	0	0
FBtr0306637	2237	2063.68	37.8294	2.70008
FBtr0301149	1514	1340.68	0	0
FBtr0086600	1106	932.676	0	0
FBtr0331978	1118	944.676	158	24.6355
FBtr0078769	621	447.676	12542	4126.59
FBtr0070712	1878	1704.68	9	0.777657
FBtr0343263	1108	934.676	0	0
FBtr0343264	928	754.676	0	0
FBtr0072024	920	746.676	0	0
FBtr0113111	979	805.676	0	0
FBtr0333452	4664	4490.68	13.4451	0.441003
FBtr0333450	3996	3822.68	1.55486	0.0599117
FBtr0333451	4043	3869.68	4.90317e-07	1.86634e-08
FBtr0300831	4092	3918.68	0	0
FBtr0076303	1640	1466.68	23.4305	2.35307
FBtr0076302	1655	1481.68	12.6424	1.25679
FBtr0076301	2049	1875.68	772.927	60.6972
FBtr0077098	1123	949.676	620.236	96.1988
FBtr0070552	1047	873.676	0	0
FBtr0075818	1346	1172.68	244	30.6478
FBtr0088789	1908	1734.68	60	5.09472
FBtr0304960	503	329.676	0	0
FBtr0075249	843	669.676	1	0.21995
FBtr0084104	1804	1630.68	2667	240.903
FBtr0336911	2177	2003.68	97.4388	7.16295
FBtr0088974	1597	1423.68	161.767	16.7365
FBtr0100360	4963	4789.68	6.83263	0.210121
FBtr0110880	2920	2746.68	0	0
FBtr0334105	2225	2051.68	0	0
FBtr0301185	2946	2772.68	0	0
FBtr0110881	4262	4088.68	55.1674	1.98741
FBtr0336928	1138	964.676	0	0
FBtr0072107	995	821.676	1	0.179262
FBtr0085786	2956	2782.68	382.083	20.2247
FBtr0085785	3082	2908.68	0	0
FBtr0334549	2894	2720.68	29.9169	1.61967
FBtr0334550	3020	2846.68	0	0
FBtr0340191	4545	4371.68	9.22246e-06	3.10732e-07
FBtr0073848	4477	4303.68	2019	69.101
FBtr0078387	3371	3197.68	206.437	9.50911
FBtr0087487	2027	1853.68	200	15.8922
FBtr0083735	2688	2514.68	0	0
FBtr0332539	2448	2274.68	1	0.0647542
FBtr0077790	977	803.676	0	0
FBtr0331440	941	767.676	0	0
FBtr0331439	971	797.676	0	0
FBtr0082634	1746	1572.68	222	20.7922
FBtr0079612	1320	1146.68	54.381	6.98545
FBtr0087980	1799	1625.68	0	0
FBtr0087979	1558	1384.68	0	0
FBtr0072044	1063	889.676	0	0
FBtr0343206	1072	898.676	0	0
FBtr0072043	1160	986.676	0	0
FBtr0075225	1132	958.676	0	0
FBtr0112489	446	272.676	16.9411	9.15132
FBtr0339263	740	566.676	0	0
FBtr0301018	2276	2102.68	12	0.840614
FBtr0302526	640	466.676	13.0329	4.11351
FBtr0100009	3280	3106.68	135	6.40067
FBtr0089901	2338	2164.68	0.00828643	0.000563848
FBtr0089902	1803	1629.68	0	0
FBtr0300562	2617	2443.68	114.446	6.89836
FBtr0089900	2125	1951.68	0	0
FBtr0089904	2355	2181.68	0	0
FBtr0301521	2467	2293.68	13.6585	0.877122
FBtr0089905	2568	2394.68	13.8869	0.854172
FBtr0345390	5214	5040.68	12.5079	0.365496
FBtr0331425	3556	3382.68	126.624	5.51371
FBtr0332155	4408	4234.68	93.8679	3.26501
FBtr0075014	3541	3367.68	0	0
FBtr0078874	603	429.676	0	0
FBtr0083452	2975	2801.68	188.612	9.91606
FBtr0302317	2262	2088.68	341.388	24.0749
FBtr0333248	2543	2369.68	0	0
FBtr0114524	2411	2237.68	1	0.0658249
FBtr0273385	6171	5997.68	4.14845	0.10188
FBtr0339307	6637	6463.68	44.3067	1.00967
FBtr0273384	6439	6265.68	133.545	3.1394
FBtr0082117	3807	3633.68	74.6246	3.02499
FBtr0082116	6303	6129.68	71.9206	1.72824
FBtr0082118	4671	4497.68	84.6032	2.77068
FBtr0085011	1569	1395.68	4	0.422146
FBtr0081174	4145	3971.68	0	0
FBtr0081175	3934	3760.68	0	0
FBtr0303241	4041	3867.68	69.0899	2.63119
FBtr0081176	3893	3719.68	0	0
FBtr0305129	2997	2823.68	229.222	11.9572
FBtr0339156	2994	2820.68	39.7777	2.07718
FBtr0339157	2988	2814.68	0	0
FBtr0071784	2049	1875.68	0	0
FBtr0071785	1989	1815.68	700.038	56.7899
FBtr0089148	3050	2876.68	0	0
FBtr0089147	2773	2599.68	51.2055	2.90125
FBtr0089150	2762	2588.68	31.2277	1.77685
FBtr0089146	2709	2535.68	5.22382	0.303447
FBtr0308247	2614	2440.68	447.236	26.9907
FBtr0089149	2840	2666.68	34.1071	1.88392
FBtr0302559	2531	2357.68	0	0
FBtr0346506	2597	2423.68	0	0
FBtr0302190	3048	2874.68	0.00706113	0.000361804
FBtr0086145	3054	2880.68	204.993	10.4817
FBtr0306281	375	201.689	0	0
FBtr0306280	392	218.689	0	0
FBtr0306258	4812	4638.68	40.8652	1.29762
FBtr0073119	3828	3654.68	2375.36	95.7346
FBtr0073120	4106	3932.68	1621.42	60.7287
FBtr0073118	4763	4589.68	2698.88	86.6142
FBtr0337055	3442	3268.68	236.264	10.6466
FBtr0333895	3491	3317.68	1681.21	74.6407
FBtr0337056	4046	3872.68	0	0
FBtr0077442	1411	1237.68	49	5.83145
FBtr0076018	1266	1092.68	20.7401	2.79581
FBtr0076017	963	789.676	60.2599	11.24
FBtr0339781	3357	3183.68	0	0
FBtr0070778	3093	2919.68	0	0
FBtr0344824	2804	2630.68	1	0.0559913
FBtr0345292	830	656.676	33.0774	7.41939
FBtr0070983	837	663.676	97.3818	21.6127
FBtr0070982	1100	926.676	13.9203	2.21263
FBtr0070981	941	767.676	379.259	72.7689
FBtr0070980	854	680.676	22972.4	4971.11
FBtr0307300	2919	2745.68	223.123	11.9697
FBtr0113024	3030	2856.68	25.7358	1.32698
FBtr0332600	2913	2739.68	0	0
FBtr0083414	2815	2641.68	314.207	17.5196
FBtr0337043	3789	3615.68	17.793	0.72485
FBtr0077516	1338	1164.68	0	0
FBtr0112524	1274	1100.68	19	2.54262
FBtr0089233	3691	3517.68	42.6172	1.7845
FBtr0334626	3376	3202.68	0	0
FBtr0310651	3526	3352.68	64.2653	2.8234
FBtr0089229	3501	3327.68	472.118	20.8976
FBtr0082920	981	807.676	0	0
FBtr0077386	1734	1560.68	217.182	20.4974
FBtr0071106	2301	2127.68	0	0
FBtr0070937	2201	2027.68	1805.68	131.169
FBtr0070938	2487	2313.68	907.317	57.7622
FBtr0070397	1267	1093.68	9	1.21211
FBtr0074346	819	645.676	0	0
FBtr0071471	1606	1432.68	0	0
FBtr0330316	1609	1435.68	0	0
FBtr0074918	1253	1079.68	138.13	18.8444
FBtr0072124	2163	1989.68	304	22.505
FBtr0071683	1189	1015.68	534	77.4415
FBtr0077403	1061	887.676	0	0
FBtr0113021	1089	915.676	0	0
FBtr0077402	1231	1057.68	1	0.139263
FBtr0077401	1011	837.676	0	0
FBtr0300280	1584	1410.68	2	0.208829
FBtr0346378	3461	3287.68	0	0
FBtr0074809	2896	2722.68	697.106	37.713
FBtr0335137	3353	3179.68	0	0
FBtr0346141	373	199.689	1.97803	1.45904
FBtr0085611	272	98.7354	9.02197	13.4591
FBtr0074029	585	411.676	2	0.715587
FBtr0075388	1505	1331.68	2	0.221217
FBtr0343534	2295	2121.68	0	0
FBtr0086001	1762	1588.68	5	0.463578
FBtr0321315	1239	1065.68	0	0
FBtr0333037	2846	2672.68	0	0
FBtr0075724	2737	2563.68	62.8159	3.60906
FBtr0075723	2084	1910.68	12.1841	0.939275
FBtr0342770	3744	3570.68	0.00998347	0.000411831
FBtr0070420	3766	3592.68	2044.99	83.8418
FBtr0342771	3838	3664.68	0	0
FBtr0333323	2883	2709.68	2.45612e-05	1.33512e-06
FBtr0333322	2930	2756.68	18.9137	1.0106
FBtr0074137	2347	2173.68	11.5682	0.783899
FBtr0074135	2386	2212.68	767.518	51.0927
FBtr0308136	1697	1523.68	0	0
FBtr0080237	698	524.676	0	0
FBtr0300638	3446	3272.68	0	0
FBtr0073729	466	292.676	65	32.7125
FBtr0084836	743	569.676	106	27.4073
FBtr0082430	1248	1074.68	9.62801	1.31961
FBtr0335211	1142	968.676	172.372	26.2105
FBtr0076857	1307	1133.68	8	1.03941
FBtr0300424	902	728.676	6	1.21284
FBtr0083860	1793	1619.68	65.2135	5.93058
FBtr0302327	1744	1570.68	1485.08	139.268
FBtr0083861	1877	1703.68	114.706	9.91714
FBtr0083086	1479	1305.68	208.599	23.5323
FBtr0334589	2552	2378.68	29.8787	1.85018
FBtr0091874	595	421.676	0	0
FBtr0073935	992	818.676	0	0
FBtr0073300	818	644.676	0	0
FBtr0073299	2460	2286.68	0	0
FBtr0088841	1522	1348.68	36.0501	3.9372
FBtr0088842	1468	1294.68	533.581	60.7054
FBtr0345599	2094	1920.68	0	0
FBtr0070422	1749	1575.68	0	0
FBtr0342772	681	507.676	2.697	0.782495
FBtr0070421	1547	1373.68	1.303	0.139717
FBtr0333023	2495	2321.68	0	0
FBtr0075579	1678	1504.68	1	0.0978914
FBtr0072248	2815	2641.68	0.0009335	5.20502e-05
FBtr0345620	2931	2757.68	0	0
FBtr0072247	2800	2626.68	0.999066	0.0560242
FBtr0072253	1306	1132.68	0	0
FBtr0343432	1090	916.676	231	37.1179
FBtr0073127	1478	1304.68	0.00274373	0.000309761
FBtr0073128	1471	1297.68	1.99726	0.226702
FBtr0079458	1541	1367.68	0	0
FBtr0079460	1595	1421.68	10	1.03607
FBtr0079462	1526	1352.68	0	0
FBtr0079461	1505	1331.68	1	0.110609
FBtr0079459	1585	1411.68	7	0.730383
FBtr0081997	1156	982.676	185.224	27.7635
FBtr0081996	1257	1083.68	0	0
FBtr0336761	1233	1059.68	97.7761	13.5909
FBtr0336637	3026	2852.68	0	0
FBtr0300693	1964	1790.68	0	0
FBtr0336636	3290	3116.68	0	0
FBtr0071797	3770	3596.68	0	0
FBtr0336638	1523	1349.68	1	0.109134
FBtr0087382	5033	4859.68	1217.43	36.8998
FBtr0339998	5235	5061.68	0	0
FBtr0301478	2790	2616.68	411.815	23.1814
FBtr0089521	2653	2479.68	64.0196	3.80282
FBtr0306351	2221	2047.68	28.8121	2.07253
FBtr0306350	2503	2329.68	27.4275	1.73412
FBtr0330046	2653	2479.68	64.0196	3.80282
FBtr0301477	4782	4608.68	31.9063	1.01974
FBtr0300224	1562	1388.68	0	0
FBtr0114515	1508	1334.68	2	0.22072
FBtr0087406	329	155.698	0	0
FBtr0072888	2130	1956.68	1	0.0752781
FBtr0085859	1170	996.676	0	0
FBtr0334894	6412	6238.68	2003.1	47.2931
FBtr0084460	6624	6450.68	304.277	6.94787
FBtr0304567	3987	3813.68	230.624	8.90734
FBtr0070907	2510	2336.68	1971	124.244
FBtr0070906	2636	2462.68	0	0
FBtr0305911	1961	1787.68	123.535	10.1786
FBtr0289953	2161	1987.68	127.742	9.4662
FBtr0305910	2015	1841.68	32.7228	2.61713
FBtr0088312	1656	1482.68	0	0
FBtr0088313	2297	2123.68	0	0
FBtr0088311	2351	2177.68	16.9264	1.14487
FBtr0304592	2591	2417.68	10.0736	0.613729
FBtr0088882	1935	1761.68	1037	86.7043
FBtr0079894	2382	2208.68	259.84	17.3285
FBtr0331635	2356	2182.68	57.7146	3.89479
FBtr0345615	2623	2449.68	81.3498	4.89142
FBtr0071338	3399	3225.68	3192	145.757
FBtr0334508	4486	4312.68	0	0
FBtr0085746	3506	3332.68	5	0.220986
FBtr0085085	1541	1367.68	820.815	88.3995
FBtr0085084	2075	1901.68	4.18455	0.324115
FBtr0079304	905	731.676	0	0
FBtr0079732	925	751.676	0	0
FBtr0071108	3145	2971.68	33.8325	1.67695
FBtr0340139	3231	3057.68	35.8725	1.72806
FBtr0071107	3426	3252.68	899.599	40.7376
FBtr0340138	4238	4064.68	37.6961	1.36602
FBtr0309839	4403	4229.68	0	0
FBtr0309836	4378	4204.68	0	0
FBtr0309837	3952	3778.68	0.00931076	0.000362939
FBtr0073144	4107	3933.68	4046.96	151.537
FBtr0309838	4006	3832.68	98.0305	3.76744
FBtr0075152	2917	2743.68	485.623	26.0708
FBtr0300092	607	433.676	0	0
FBtr0073892	1096	922.676	0	0
FBtr0343143	1534	1360.68	0	0
FBtr0332630	1663	1489.68	54.91	5.42934
FBtr0332631	1364	1190.68	458.801	56.7568
FBtr0332632	5997	5823.68	280.311	7.08974
FBtr0301268	1587	1413.68	5	0.520964
FBtr0085909	2020	1846.68	5	0.398811
FBtr0080763	2304	2130.68	355	24.5414
FBtr0086733	1297	1123.68	214	28.0518
FBtr0087262	852	678.676	762	165.379
FBtr0303232	702	528.676	37	10.3086
FBtr0344155	6716	6542.68	472.359	10.6342
FBtr0070316	6065	5891.68	1034.64	25.8665
FBtr0344279	6745	6571.68	1	0.0224136
FBtr0076133	3030	2856.68	2	0.103123
FBtr0082259	2901	2727.68	873.165	47.1511
FBtr0079708	1718	1544.68	140.001	13.35
FBtr0330181	847	673.676	0	0
FBtr0074894	650	476.676	348	107.534
FBtr0082726	2913	2739.68	26.3082	1.41443
FBtr0331429	2603	2429.68	0	0
FBtr0331428	2948	2774.68	137.207	7.28367
FBtr0082727	2606	2432.68	91.2641	5.52591
FBtr0301219	3098	2924.68	65.2211	3.28472
FBtr0088166	1239	1065.68	0	0
FBtr0310646	1830	1656.68	42.6956	3.79606
FBtr0073730	1370	1196.68	1562.3	192.299
FBtr0079724	633	459.676	13.9819	4.48026
FBtr0346454	899	725.676	10.9124	2.21496
FBtr0100541	611	437.676	18860.1	6347.16
FBtr0343865	1567	1393.68	0	0
FBtr0079324	1294	1120.68	2	0.262868
FBtr0079598	1156	982.676	328	49.1645
FBtr0081220	1093	919.676	0	0
FBtr0300823	1159	985.676	0	0
FBtr0081221	1054	880.676	80.8918	13.5293
FBtr0310645	979	805.676	70.1082	12.8173
FBtr0081219	1084	910.676	0	0
FBtr0075314	465	291.676	126	63.6294
FBtr0070136	2103	1929.68	42.7112	3.26021
FBtr0070137	2193	2019.68	50.8474	3.7083
FBtr0070135	2124	1950.68	194.441	14.6822
FBtr0076688	2391	2217.68	373.519	24.8086
FBtr0346546	2609	2435.68	0	0
FBtr0302935	3103	2929.68	212.06	10.6617
FBtr0082329	3115	2941.68	174.94	8.75956
FBtr0344017	5279	5105.68	0	0
FBtr0091678	6366	6192.68	360.576	8.57642
FBtr0344016	5395	5221.68	20.7034	0.584009
FBtr0342985	4422	4248.68	216.467	7.50458
FBtr0071815	4360	4186.68	495.201	17.4221
FBtr0071816	4190	4016.68	1.12566e-06	4.12789e-08
FBtr0071813	4216	4042.68	5851.85	213.212
FBtr0342986	4124	3950.68	734.104	27.3699
FBtr0071814	4255	4081.68	73.3456	2.64681
FBtr0083049	682	508.676	241.803	70.0178
FBtr0079593	751	577.676	0	0
FBtr0332415	1011	837.676	33.6276	5.913
FBtr0345640	3934	3760.68	150.427	5.89179
FBtr0077562	3784	3610.68	1424.57	58.1144
FBtr0085387	5031	4857.68	256.972	7.79193
FBtr0085386	4880	4706.68	492.028	15.398
FBtr0085614	355	181.698	19.9198	16.1481
FBtr0303924	5093	4919.68	5	0.1497
FBtr0303923	5120	4946.68	0	0
FBtr0300811	4420	4246.68	527	18.2789
FBtr0340626	2866	2692.68	0	0
FBtr0340627	2995	2821.68	0	0
FBtr0340628	2870	2696.68	0	0
FBtr0087784	1976	1802.68	2224.08	181.727
FBtr0332882	2246	2072.68	0	0
FBtr0339391	1899	1725.68	662.921	56.5836
FBtr0084095	7188	7014.68	62.3397	1.30902
FBtr0343807	7002	6828.68	0	0
FBtr0343805	4551	4377.68	0.00492897	0.000165844
FBtr0343806	4719	4545.68	697.655	22.6063
FBtr0086801	711	537.676	3.38506	0.927328
FBtr0344145	6340	6166.68	0	0
FBtr0100454	3868	3694.68	0	0
FBtr0082255	6557	6383.68	0	0
FBtr0082256	4226	4052.68	0	0
FBtr0100455	2462	2288.68	0	0
FBtr0088783	1907	1733.68	602.394	51.1801
FBtr0301333	1977	1803.68	0	0
FBtr0332689	1974	1800.68	0	0
FBtr0086107	5316	5142.68	1703	48.7768
FBtr0072159	694	520.676	1	0.282892
FBtr0076218	2574	2400.68	56.5494	3.46962
FBtr0076219	2478	2304.68	808.451	51.6691
FBtr0113346	1241	1067.68	3	0.413875
FBtr0100083	570	396.676	0	0
FBtr0079765	644	470.676	0	0
FBtr0071734	1182	1008.68	0	0
FBtr0071191	1056	882.676	60.3246	10.0665
FBtr0345988	1286	1112.68	9.67544	1.28082
FBtr0071902	1064	890.676	54.1847	8.96076
FBtr0332909	904	730.676	333.815	67.2929
FBtr0078892	1301	1127.68	3879	506.668
FBtr0073061	323	149.698	1	0.983944
FBtr0081973	1959	1785.68	2.89882	0.239115
FBtr0333190	1343	1169.68	3.10118	0.390525
FBtr0072990	764	590.676	181	45.1354
FBtr0076205	2178	2004.68	13.1788	0.968323
FBtr0076204	2232	2058.68	149.821	10.7195
FBtr0081487	2064	1890.68	328.712	25.6086
FBtr0331678	2435	2261.68	18.2885	1.19106
FBtr0086674	751	577.676	1105	281.751
FBtr0113686	2779	2605.68	26	1.46974
FBtr0113685	2706	2532.68	0	0
FBtr0072069	2783	2609.68	14.6798	0.828552
FBtr0072067	2762	2588.68	0	0
FBtr0072070	2827	2653.68	227.352	12.6194
FBtr0332926	2655	2481.68	0	0
FBtr0072068	2775	2601.68	61.2972	3.47036
FBtr0072066	2608	2434.68	1.6713	0.101112
FBtr0087059	1547	1373.68	932	99.9354
FBtr0074966	4094	3920.68	342.02	12.8492
FBtr0333896	4347	4173.68	98.9805	3.49316
FBtr0302288	1725	1551.68	0	0
FBtr0086613	5546	5372.68	63	1.72718
FBtr0091795	4018	3844.68	27.6628	1.0598
FBtr0300891	3895	3721.68	0	0
FBtr0091794	5531	5357.68	0	0
FBtr0091793	5663	5489.68	1.66859	0.0447705
FBtr0300892	5540	5366.68	0	0
FBtr0091792	3886	3712.68	0	0
FBtr0301734	675	501.676	93	27.3053
FBtr0342889	1080	906.676	45.5459	7.3992
FBtr0071618	1141	967.676	63.4541	9.65868
FBtr0344856	10063	9889.68	0	0
FBtr0329838	8191	8017.68	0	0
FBtr0329840	7444	7270.68	1.4221e-07	2.881e-09
FBtr0332236	5661	5487.68	0	0
FBtr0329844	5383	5209.68	105.479	2.98224
FBtr0329839	5484	5310.68	52.5809	1.45837
FBtr0329842	8096	7922.68	0	0
FBtr0332237	8123	7949.68	0	0
FBtr0336736	7649	7475.68	139.732	2.75318
FBtr0329846	9896	9722.68	0	0
